a e i Om w M year jd number node
3.161340390220358731e+00 8.700902857007346558e-01 5.785490988936835777e+01 2.888784631080583267e+02 1.617561047662729834e+02 -1.201872427665060457e+02 1.183257000000000062e+03 2.153242460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.190023821949654614e+00 8.782664034183184087e-01 5.564838822020384868e+01 2.893279494111766326e+02 1.616898841272131051e+02 -3.443366160488533723e+01 1.173257000000000062e+03 2.149590460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.169676521827875515e+00 8.858809297057945731e-01 5.522506362210575048e+01 2.896604413134375591e+02 1.621197629023846787e+02 5.080814624107991051e+01 1.163259999999999991e+03 2.145938460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.158689017997547754e+00 8.896681527576678628e-01 5.501463442053209008e+01 2.898844187540353232e+02 1.622304566211524275e+02 1.317540108421584080e+02 1.153259999999999991e+03 2.142286460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.155875542221822094e+00 8.901903097554932920e-01 5.497515383717551885e+01 2.899965006923563351e+02 1.622150965132401552e+02 -1.491691182037998544e+02 1.143262999999999920e+03 2.138634460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.150869306941663339e+00 8.932522482853000323e-01 5.467373230549125651e+01 2.902546916435313733e+02 1.620802618619828763e+02 -7.243339823917666820e+01 1.133262999999999920e+03 2.134982460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.143851831882636727e+00 8.956858388082026279e-01 5.461265749768583788e+01 2.903735991733939841e+02 1.619436262295736242e+02 2.569075338654714713e+00 1.123266000000000076e+03 2.131330460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.140453250221841408e+00 8.967062747525280653e-01 5.461363294261748536e+01 2.903556752662182703e+02 1.618814256087845251e+02 7.630921362603299940e+01 1.113266000000000076e+03 2.127678460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.141924944636955708e+00 8.967802513623512883e-01 5.446579263098038837e+01 2.903573320976345826e+02 1.618229967679727395e+02 1.496392355009508890e+02 1.103268000000000029e+03 2.124026460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.150093801209512101e+00 8.962758833379912415e-01 5.411033371965530847e+01 2.903955152846593251e+02 1.616977842632107354e+02 -1.360433485329481584e+02 1.093268000000000029e+03 2.120374460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.164247330190006480e+00 8.964633106954678077e-01 5.404367410198601362e+01 2.904430330348406528e+02 1.615930564202078585e+02 -5.914303627145426390e+01 1.083270999999999958e+03 2.116722460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.180524128942545214e+00 8.956480579358507832e-01 5.291645295254890158e+01 2.906466828855200788e+02 1.613180006658728303e+02 2.587020986986441429e+01 1.073270999999999958e+03 2.113070460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.172624733926802776e+00 9.061059625498155690e-01 5.122743614244871679e+01 2.911359376664541401e+02 1.617673497789068335e+02 1.091195545741962718e+02 1.063273999999999887e+03 2.109418460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.160103707474451795e+00 9.103449772983186472e-01 5.078871956668731968e+01 2.914743561746687419e+02 1.619676268358794005e+02 -1.718591426468768191e+02 1.053273999999999887e+03 2.105766460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.152831883255528211e+00 9.131411117895764651e-01 5.029639910739732755e+01 2.918674537577565502e+02 1.618896783827469790e+02 -9.486701972282442341e+01 1.043277000000000044e+03 2.102114460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.147124570151198508e+00 9.155953569752059984e-01 4.989668821780236385e+01 2.922071134278967293e+02 1.616560350899894445e+02 -1.917138390422308447e+01 1.033277000000000044e+03 2.098462460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.142085479209546506e+00 9.171759661106587691e-01 4.984091775679596026e+01 2.922701967083734189e+02 1.615324208390942999e+02 5.514394022318860067e+01 1.023278999999999996e+03 2.094810460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.138351987990394498e+00 9.175023318021784391e-01 4.977057350414306569e+01 2.923120428249069391e+02 1.614497507343717757e+02 1.277735126087968496e+02 1.013278999999999996e+03 2.091158460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
3.137340515452214706e+00 9.182314904337781636e-01 4.978646068964948768e+01 2.922631672756566559e+02 1.613860489920809869e+02 -1.601492065824685369e+02 1.003282000000000039e+03 2.087506460299999919e+06 1.300000000000000000e+01 0.000000000000000000e+00
