ID,distance,year,jd,planet,number
75165,0.307456,2067.66,2476257.2211,5.0,969.0
75296,0.2984232,2138.781,2502233.6205,5.0,970.0
75350,0.2948617,2079.447,2480562.5813,5.0,971.0
75498,0.3010446,2055.758,2471910.0202,5.0,972.0
75574,0.3041605,2055.801,2471925.8763,5.0,973.0
75612,0.302515,2257.377,2545550.113,5.0,974.0
75657,0.3151411,2055.77,2471914.706,5.0,975.0
75682,0.3040533,2115.087,2493579.2343,5.0,976.0
75729,0.3096772,2055.802,2471926.1591,5.0,977.0
75779,0.3188355,2257.38,2545551.2857,5.0,978.0
75820,0.3098653,2067.592,2476232.5633,5.0,979.0
75942,0.3163645,2257.41,2545562.3006,5.0,980.0
75988,0.3125734,2257.38,2545551.3315,5.0,981.0
76025,0.318244,2115.064,2493570.98,5.0,982.0
76069,0.3203626,2115.067,2493572.0377,5.0,983.0
76120,0.3109945,2067.598,2476234.9084,5.0,984.0
76235,0.3048439,2150.624,2506559.2398,5.0,985.0
76274,0.2989381,2079.462,2480568.2768,5.0,986.0
76468,0.3070037,2067.621,2476243.1295,5.0,987.0
76579,0.3058083,2067.591,2476232.1864,5.0,988.0
76680,0.2922861,2067.6,2476235.644,5.0,989.0
76823,0.2916727,2079.447,2480562.7835,5.0,990.0
77018,0.3193645,2257.367,2545546.6203,5.0,991.0
77066,0.3002524,2067.62,2476242.8903,5.0,992.0
77167,0.3085387,2079.463,2480568.5874,5.0,993.0
77336,0.3017185,2067.595,2476233.8521,5.0,994.0
77382,0.3188828,2257.38,2545551.3184,5.0,995.0
77427,0.3215772,2150.725,2506596.001,5.0,996.0
77490,0.2995912,2399.698,2597531.2736,5.0,997.0
77531,0.2834084,2079.449,2480563.2032,5.0,998.0
77634,0.3219465,2055.842,2471940.8414,5.0,999.0
77676,0.321031,2138.763,2502226.9922,5.0,1000.0
77721,0.293257,2067.595,2476233.7324,5.0,1001.0
77764,0.3208355,2328.556,2571546.9273,5.0,1002.0
77795,0.3207312,2067.593,2476232.9897,5.0,1003.0
77921,0.2894749,2067.613,2476240.12,5.0,1004.0
78042,0.3162765,2067.599,2476234.9704,5.0,1005.0
78151,0.306311,2257.383,2545552.1251,5.0,1006.0
78209,0.2928194,2079.485,2480576.5903,5.0,1007.0
78342,0.2897039,2079.485,2480576.6833,5.0,1008.0
78486,0.2986079,2067.613,2476240.2746,5.0,1009.0
78642,0.3067646,2055.801,2471926.0355,5.0,1010.0
78672,0.2993374,2067.655,2476255.6042,5.0,1011.0
78766,0.3154591,2079.464,2480568.9347,5.0,1012.0
78940,0.3165958,2150.66,2506572.277,5.0,1013.0
79007,0.2986066,2055.75,2471907.4136,5.0,1014.0
79046,0.3119179,2055.786,2471920.3782,5.0,1015.0
79114,0.3215021,2150.623,2506558.7752,5.0,1016.0
79167,0.2950105,2079.447,2480562.5768,5.0,1017.0
79313,0.3217265,2055.849,2471943.4806,5.0,1018.0
79349,0.3140042,2115.065,2493571.3881,5.0,1019.0
79405,0.2954867,2067.594,2476233.3634,5.0,1020.0
79522,0.3122523,2055.803,2471926.4529,5.0,1021.0
79551,0.3181829,2150.662,2506572.9609,5.0,1022.0
79590,0.3199245,2067.632,2476247.1084,5.0,1023.0
79711,0.2962853,2067.597,2476234.3461,5.0,1024.0
79742,0.3124879,2138.817,2502246.5842,5.0,1025.0
79809,0.2973139,2067.593,2476233.0642,5.0,1026.0
79877,0.3075298,2138.799,2502240.2671,5.0,1027.0
80011,0.3131734,2115.064,2493570.8416,5.0,1028.0
80071,0.2863889,2079.46,2480567.49,5.0,1029.0
80226,0.3115416,2067.592,2476232.6959,5.0,1030.0
80340,0.3085928,2055.786,2471920.2678,5.0,1031.0
80385,0.2967209,2067.607,2476238.0688,5.0,1032.0
80409,0.3213711,2150.683,2506580.8499,5.0,1033.0
80475,0.3018323,2150.631,2506561.7405,5.0,1034.0
80531,0.2925583,2067.613,2476240.3141,5.0,1035.0
80649,0.2991298,2150.627,2506560.2291,5.0,1036.0
80721,0.3118343,2257.395,2545556.5569,5.0,1037.0
80758,0.2882309,2067.642,2476250.9803,5.0,1038.0
80889,0.3101932,2138.761,2502226.4463,5.0,1039.0
80934,0.304189,2257.377,2545550.1103,5.0,1040.0
80979,0.3173754,2257.41,2545562.2889,5.0,1041.0
81012,0.2822434,2079.46,2480567.5037,5.0,1042.0
81147,0.2838475,2079.484,2480576.2719,5.0,1043.0
81267,0.3188189,2257.364,2545545.4882,5.0,1044.0
81306,0.2987214,2079.441,2480560.2888,5.0,1045.0
81406,0.3118251,2055.802,2471926.2343,5.0,1046.0
81443,0.3187443,2067.68,2476264.6771,5.0,1047.0
81542,0.2912667,2150.648,2506567.8528,5.0,1048.0
81641,0.3161268,2067.643,2476251.2064,5.0,1049.0
81735,0.2947561,2138.819,2502247.4918,5.0,1050.0
81804,0.3190377,2233.648,2536882.9367,5.0,1051.0
81890,0.3007975,2079.486,2480577.0048,5.0,1052.0
82037,0.3212989,2150.726,2506596.4719,5.0,1053.0
82106,0.2978739,2447.157,2614865.6577,5.0,1054.0
82169,0.3202387,2055.844,2471941.5877,5.0,1055.0
82213,0.2987804,2079.441,2480560.2887,5.0,1056.0
82364,0.284841,2079.467,2480570.1026,5.0,1057.0
82463,0.3002931,2055.751,2471907.524,5.0,1058.0
82520,0.2874725,2067.612,2476239.9085,5.0,1059.0
82649,0.2890895,2079.447,2480562.5862,5.0,1060.0
82732,0.314776,2150.661,2506572.7111,5.0,1061.0
82791,0.2898696,2079.461,2480567.7015,5.0,1062.0
82947,0.2910945,2067.613,2476240.1999,5.0,1063.0
83061,0.3050565,2055.807,2471928.1354,5.0,1064.0
83130,0.308546,2150.658,2506571.796,5.0,1065.0
83219,0.2885537,2067.619,2476242.4548,5.0,1066.0
83353,0.2957331,2067.612,2476239.9301,5.0,1067.0
83473,0.3012614,2079.441,2480560.3488,5.0,1068.0
83569,0.2994053,2055.752,2471907.947,5.0,1069.0
83629,0.3107968,2067.642,2476250.9423,5.0,1070.0
83705,0.3122705,2328.562,2571549.3332,5.0,1071.0
83776,0.3017134,2055.758,2471910.0112,5.0,1072.0
83848,0.2871891,2067.612,2476239.79,5.0,1073.0
83975,0.3136385,2067.657,2476256.2957,5.0,1074.0
84079,0.3090994,2067.597,2476234.3928,5.0,1075.0
84147,0.3206649,2150.725,2506595.9518,5.0,1076.0
84219,0.3115711,2055.755,2471909.1773,5.0,1077.0
84263,0.284827,2138.786,2502235.5609,5.0,1078.0
84354,0.3076393,2115.066,2493571.652,5.0,1079.0
84388,0.2901934,2067.618,2476242.1053,5.0,1080.0
84557,0.3123507,2138.848,2502258.0646,5.0,1081.0
84677,0.3070528,2055.746,2471905.8095,5.0,1082.0
84702,0.2871422,2079.448,2480562.9981,5.0,1083.0
84849,0.2934398,2055.776,2471916.7129,5.0,1084.0
84910,0.3023139,2079.44,2480560.268,5.0,1085.0
85082,0.3059558,2067.59,2476232.0183,5.0,1086.0
85130,0.30605,2079.448,2480563.0561,5.0,1087.0
85283,0.3069216,2055.781,2471918.5625,5.0,1088.0
85382,0.3144894,2150.622,2506558.5281,5.0,1089.0
85443,0.2974402,2328.572,2571552.9876,5.0,1090.0
85506,0.305572,2067.621,2476243.0692,5.0,1091.0
85648,0.3037224,2150.682,2506580.5348,5.0,1092.0
85747,0.3069435,2150.623,2506558.7476,5.0,1093.0
85818,0.2957821,2067.593,2476233.0914,5.0,1094.0
85969,0.3013452,2067.591,2476232.2046,5.0,1095.0
86058,0.307924,2067.613,2476240.1944,5.0,1096.0
86102,0.3210886,2055.753,2471908.2539,5.0,1097.0
86155,0.3044097,2138.795,2502238.7551,5.0,1098.0
86203,0.299215,2079.44,2480559.9641,5.0,1099.0
86301,0.2938836,2067.595,2476233.7938,5.0,1100.0
86343,0.3036279,2067.613,2476240.4172,5.0,1101.0
86399,0.3083161,2067.643,2476251.236,5.0,1102.0
86504,0.3192038,2067.657,2476256.4264,5.0,1103.0
86639,0.3052843,2067.591,2476232.3632,5.0,1104.0
86708,0.3208062,2055.841,2471940.2919,5.0,1105.0
86736,0.2934939,2067.613,2476240.2713,5.0,1106.0
86867,0.3063966,2257.38,2545551.1696,5.0,1107.0
86917,0.3096962,2257.382,2545551.8757,5.0,1108.0
86942,0.3087201,2257.398,2545557.8765,5.0,1109.0
86956,0.2917588,2067.618,2476242.1555,5.0,1110.0
87057,0.3026844,2055.749,2471906.9445,5.0,1111.0
87094,0.3104787,2055.823,2471933.9944,5.0,1112.0
87128,0.2983021,2079.44,2480560.2389,5.0,1113.0
87228,0.3111588,2055.746,2471905.7232,5.0,1114.0
87281,0.2972961,2055.782,2471919.1066,5.0,1115.0
87343,0.2829146,2067.617,2476241.6111,5.0,1116.0
87444,0.3109302,2079.464,2480568.7911,5.0,1117.0
87575,0.2978607,2067.613,2476240.2794,5.0,1118.0
87745,0.2947153,2233.659,2536887.0436,5.0,1119.0
87769,0.3148114,2055.764,2471912.2523,5.0,1120.0
87810,0.3028362,2055.749,2471906.8829,5.0,1121.0
87854,0.3078927,2079.435,2480558.1246,5.0,1122.0
88034,0.3191169,2067.596,2476234.0985,5.0,1123.0
88159,0.3054408,2316.679,2567208.9266,5.0,1124.0
88186,0.3026722,2079.441,2480560.3653,5.0,1125.0
88273,0.3080012,2257.398,2545557.7777,5.0,1126.0
88295,0.2992023,2079.439,2480559.8811,5.0,1127.0
88419,0.3085527,2067.663,2476258.3218,5.0,1128.0
88582,0.2928547,2067.613,2476240.3323,5.0,1129.0
88708,0.3072975,2055.75,2471907.3757,5.0,1130.0
88768,0.2999532,2067.594,2476233.1329,5.0,1131.0
88862,0.3100982,2079.464,2480568.7346,5.0,1132.0
89017,0.3093544,2115.061,2493569.7828,5.0,1133.0
89082,0.3160537,2055.803,2471926.7245,5.0,1134.0
89132,0.2990385,2221.795,2532553.7085,5.0,1135.0
89169,0.3079542,2067.591,2476232.208,5.0,1136.0
89252,0.3219737,2150.663,2506573.5859,5.0,1137.0
89328,0.3072023,2055.747,2471906.2565,5.0,1138.0
89368,0.3205259,2067.614,2476240.5067,5.0,1139.0
89424,0.3036608,2067.635,2476248.1764,5.0,1140.0
89550,0.3171267,2055.764,2471912.5287,5.0,1141.0
89601,0.3009446,2079.44,2480560.2314,5.0,1142.0
89734,0.3018344,2067.599,2476235.2783,5.0,1143.0
89827,0.3087737,2055.75,2471907.3172,5.0,1144.0
89869,0.3136542,2055.746,2471905.9186,5.0,1145.0
89887,0.3213684,2055.747,2471905.9783,5.0,1146.0
89932,0.3146346,2055.763,2471911.934,5.0,1147.0
89990,0.3199116,2055.843,2471941.3747,5.0,1148.0
90020,0.2902968,2079.447,2480562.5542,5.0,1149.0
90122,0.3108339,2115.068,2493572.2271,5.0,1150.0
90169,0.2929142,2067.595,2476233.632,5.0,1151.0
90231,0.3148203,2055.757,2471909.6267,5.0,1152.0
90253,0.2959692,2079.447,2480562.5334,5.0,1153.0
90406,0.3000779,2067.598,2476234.8011,5.0,1154.0
90471,0.2896463,2067.632,2476247.1712,5.0,1155.0
90581,0.3051364,2067.594,2476233.2831,5.0,1156.0
90743,0.3069576,2067.591,2476232.334,5.0,1157.0
90815,0.300173,2067.62,2476242.8876,5.0,1158.0
90921,0.3085827,2150.682,2506580.609,5.0,1159.0
90991,0.3197067,2150.732,2506598.7133,5.0,1160.0
91035,0.3072599,2067.591,2476232.0349,5.0,1161.0
91127,0.3080927,2115.067,2493571.8832,5.0,1162.0
91154,0.3218095,2115.062,2493570.2159,5.0,1163.0
91196,0.3129479,2411.599,2601878.0734,5.0,1164.0
91234,0.312702,2055.824,2471934.2047,5.0,1165.0
91294,0.3008598,2055.751,2471907.4934,5.0,1166.0
91355,0.3094488,2055.752,2471907.805,5.0,1167.0
91433,0.3039269,2067.591,2476232.3329,5.0,1168.0
91557,0.3212301,2233.691,2536898.7697,5.0,1169.0
91603,0.2943777,2067.64,2476250.2225,5.0,1170.0
91755,0.3121818,2150.703,2506588.1751,5.0,1171.0
91796,0.3142369,2115.063,2493570.5053,5.0,1172.0
91827,0.3056245,2257.384,2545552.4913,5.0,1173.0
91862,0.2861339,2079.448,2480563.1829,5.0,1174.0
92010,0.3133549,2387.915,2593227.6429,5.0,1175.0
92042,0.2998787,2079.449,2480563.3463,5.0,1176.0
92233,0.3089799,2399.692,2597529.0771,5.0,1177.0
92274,0.3121106,2079.464,2480568.7168,5.0,1178.0
92470,0.3077035,2115.069,2493572.5365,5.0,1179.0
92504,0.2942205,2067.596,2476233.9615,5.0,1180.0
92583,0.3216765,2055.746,2471905.8907,5.0,1181.0
92628,0.316711,2067.681,2476265.1532,5.0,1182.0
92762,0.3036091,2055.758,2471910.0374,5.0,1183.0
92817,0.318753,2079.433,2480557.6169,5.0,1184.0
92925,0.3078489,2067.594,2476233.4315,5.0,1185.0
93007,0.2843301,2067.612,2476239.8528,5.0,1186.0
93125,0.3211843,2067.637,2476248.8356,5.0,1187.0
93217,0.291739,2067.597,2476234.5872,5.0,1188.0
93345,0.3055238,2055.785,2471920.0687,5.0,1189.0
93390,0.2978707,2150.652,2506569.3223,5.0,1190.0
93495,0.3035462,2067.599,2476235.2052,5.0,1191.0
93560,0.3062597,2067.659,2476257.1795,5.0,1192.0
93611,0.3141231,2079.464,2480568.9572,5.0,1193.0
93766,0.2971589,2067.621,2476243.1581,5.0,1194.0
93884,0.3134421,2328.562,2571549.3386,5.0,1195.0
93966,0.284921,2067.611,2476239.5317,5.0,1196.0
94074,0.3111245,2387.837,2593199.0132,5.0,1197.0
94125,0.3131763,2067.598,2476234.7553,5.0,1198.0
94224,0.3119601,2067.636,2476248.5467,5.0,1199.0
94349,0.3064664,2055.75,2471907.0979,5.0,1200.0
94395,0.2860879,2079.46,2480567.4988,5.0,1201.0
94571,0.3112549,2067.621,2476243.1535,5.0,1202.0
94684,0.3052909,2067.614,2476240.6153,5.0,1203.0
94800,0.313047,2079.448,2480563.1016,5.0,1204.0
94945,0.2833145,2067.612,2476239.7504,5.0,1205.0
95051,0.3085547,2150.625,2506559.474,5.0,1206.0
95085,0.3182402,2067.678,2476264.1446,5.0,1207.0
95186,0.3194372,2067.628,2476245.7773,5.0,1208.0
95265,0.3084104,2055.751,2471907.5258,5.0,1209.0
95314,0.3155584,2055.757,2471909.6552,5.0,1210.0
95344,0.3006075,2067.596,2476234.1827,5.0,1211.0
95474,0.3083801,2150.64,2506565.1141,5.0,1212.0
95530,0.2823578,2067.617,2476241.7203,5.0,1213.0
95648,0.3199204,2115.068,2493572.2846,5.0,1214.0
95682,0.3054088,2067.613,2476240.1659,5.0,1215.0
95800,0.2981853,2221.816,2532561.5022,5.0,1216.0
95868,0.3084145,2067.594,2476233.3893,5.0,1217.0
95947,0.30454,2067.599,2476235.2062,5.0,1218.0
96077,0.303048,2067.591,2476232.3043,5.0,1219.0
96179,0.3210171,2067.661,2476257.624,5.0,1220.0
96311,0.2827323,2079.448,2480563.1671,5.0,1221.0
96440,0.2909147,2067.595,2476233.6623,5.0,1222.0
96508,0.3136836,2055.803,2471926.5421,5.0,1223.0
96538,0.3200603,2067.68,2476264.5443,5.0,1224.0
96682,0.3158191,2067.698,2476271.2755,5.0,1225.0
96843,0.3144966,2055.762,2471911.4674,5.0,1226.0
96900,0.3022894,2067.597,2476234.4097,5.0,1227.0
96959,0.3180241,2221.834,2532567.8931,5.0,1228.0
96986,0.3089825,2150.666,2506574.5492,5.0,1229.0
97046,0.3070423,2067.599,2476235.212,5.0,1230.0
97181,0.311907,2067.701,2476272.1831,5.0,1231.0
97315,0.308598,2257.398,2545557.8316,5.0,1232.0
97330,0.2792108,2079.46,2480567.4938,5.0,1233.0
97440,0.30391,2067.591,2476232.3145,5.0,1234.0
97542,0.3032026,2067.598,2476234.7608,5.0,1235.0
97661,0.3177831,2067.6,2476235.4224,5.0,1236.0
97772,0.297864,2233.658,2536886.6481,5.0,1237.0
97824,0.3045251,2079.463,2480568.383,5.0,1238.0
98000,0.3217513,2079.443,2480561.1256,5.0,1239.0
98175,0.3171164,2067.618,2476241.9886,5.0,1240.0
98286,0.3136801,2138.862,2502263.1902,5.0,1241.0
98382,0.3124655,2055.755,2471909.1556,5.0,1242.0
98447,0.3010173,2150.641,2506565.2877,5.0,1243.0
98472,0.2852485,2079.449,2480563.4735,5.0,1244.0
98616,0.3018589,2067.593,2476232.7708,5.0,1245.0
98694,0.3172508,2055.783,2471919.4048,5.0,1246.0
98743,0.3005313,2150.678,2506578.9252,5.0,1247.0
98833,0.3196433,2257.38,2545551.3474,5.0,1248.0
98879,0.2929669,2079.448,2480562.9787,5.0,1249.0
98996,0.3144114,2115.063,2493570.5613,5.0,1250.0
99027,0.2857585,2067.612,2476239.9327,5.0,1251.0
99148,0.2946372,2067.595,2476233.818,5.0,1252.0
99224,0.3104623,2067.627,2476245.472,5.0,1253.0
99303,0.3106605,2055.745,2471905.4048,5.0,1254.0
99352,0.3121173,2115.061,2493569.8056,5.0,1255.0
99413,0.3016902,2067.591,2476232.214,5.0,1256.0
99491,0.3142465,2067.59,2476231.7034,5.0,1257.0
99522,0.2893284,2067.613,2476240.1498,5.0,1258.0
99649,0.3076659,2055.818,2471932.0969,5.0,1259.0
99696,0.3175038,2221.812,2532559.9096,5.0,1260.0
99735,0.3206973,2079.433,2480557.4823,5.0,1261.0
99831,0.2992467,2079.439,2480559.8643,5.0,1262.0
99951,0.2940107,2067.596,2476233.8851,5.0,1263.0
100060,0.3108573,2055.77,2471914.5207,5.0,1264.0
100093,0.2896699,2067.632,2476247.211,5.0,1265.0
100236,0.3189844,2055.766,2471912.9399,5.0,1266.0
100304,0.3160025,2067.658,2476256.5791,5.0,1267.0
100381,0.3076978,2138.797,2502239.4568,5.0,1268.0
100507,0.2958249,2281.101,2554215.4032,5.0,1269.0
100571,0.2944376,2138.794,2502238.3519,5.0,1270.0
100615,0.302874,2079.462,2480568.3108,5.0,1271.0
100781,0.2925683,2067.612,2476239.9454,5.0,1272.0
100917,0.3194998,2115.068,2493572.2154,5.0,1273.0
100945,0.312507,2067.589,2476231.625,5.0,1274.0
100992,0.290446,2079.447,2480562.5655,5.0,1275.0
101134,0.3059202,2067.612,2476239.8365,5.0,1276.0
101197,0.3140126,2067.677,2476263.786,5.0,1277.0
101308,0.3094732,2055.752,2471907.9202,5.0,1278.0
101355,0.308781,2067.595,2476233.6901,5.0,1279.0
101436,0.3102481,2067.643,2476251.1384,5.0,1280.0
101560,0.3115772,2115.066,2493571.721,5.0,1281.0
101589,0.3134015,2055.809,2471928.7013,5.0,1282.0
101631,0.2990773,2328.574,2571553.4132,5.0,1283.0
101677,0.3110301,2150.624,2506559.4411,5.0,1284.0
101759,0.300747,2055.784,2471919.5832,5.0,1285.0
101835,0.3027861,2079.463,2480568.3551,5.0,1286.0
101960,0.3167836,2150.687,2506582.123,5.0,1287.0
102029,0.3042484,2079.488,2480577.5972,5.0,1288.0
102133,0.2909618,2067.596,2476233.9912,5.0,1289.0
102212,0.3215457,2150.628,2506560.542,5.0,1290.0
102301,0.2949338,2138.819,2502247.4388,5.0,1291.0
102341,0.3188841,2055.788,2471921.2876,5.0,1292.0
102380,0.3206288,2221.815,2532560.9724,5.0,1293.0
102434,0.3157964,2138.757,2502224.9383,5.0,1294.0
102513,0.3036148,2067.622,2476243.4229,5.0,1295.0
102634,0.3120829,2055.752,2471907.8462,5.0,1296.0
102698,0.320037,2150.622,2506558.5475,5.0,1297.0
102744,0.3188105,2150.629,2506561.2373,5.0,1298.0
102820,0.3186892,2257.378,2545550.5555,5.0,1299.0
102848,0.2907648,2233.66,2536887.2538,5.0,1300.0
102899,0.2867936,2067.621,2476243.1677,5.0,1301.0
103029,0.3138629,2055.756,2471909.5812,5.0,1302.0
103065,0.3179248,2067.628,2476245.5949,5.0,1303.0
103145,0.3030993,2138.782,2502234.0657,5.0,1304.0
103188,0.3054282,2067.592,2476232.634,5.0,1305.0
103272,0.2839949,2079.452,2480564.3547,5.0,1306.0
103446,0.3109791,2150.722,2506595.0495,5.0,1307.0
103478,0.3073739,2150.682,2506580.2883,5.0,1308.0
103559,0.3092669,2067.612,2476240.053,5.0,1309.0
103624,0.3093504,2067.592,2476232.6801,5.0,1310.0
103696,0.2887902,2221.815,2532561.1045,5.0,1311.0
103756,0.3067958,2055.752,2471907.8468,5.0,1312.0
103787,0.2978288,2079.44,2480560.262,5.0,1313.0
103892,0.3049936,2150.624,2506559.148,5.0,1314.0
103939,0.3181146,2055.765,2471912.6707,5.0,1315.0
103986,0.3196359,2067.6,2476235.3804,5.0,1316.0
104107,0.3188755,2067.63,2476246.5838,5.0,1317.0
104174,0.3216214,2067.657,2476256.4837,5.0,1318.0
104307,0.3055857,2067.598,2476234.6639,5.0,1319.0
104385,0.3036286,2079.488,2480577.6203,5.0,1320.0
104488,0.3193315,2257.412,2545562.9323,5.0,1321.0
104521,0.3024386,2055.749,2471906.9926,5.0,1322.0
104586,0.3061461,2055.764,2471912.3292,5.0,1323.0
104605,0.312227,2067.595,2476233.803,5.0,1324.0
104735,0.307773,2150.621,2506558.1278,5.0,1325.0
104767,0.3120677,2079.464,2480568.8533,5.0,1326.0
104927,0.302758,2067.62,2476242.9764,5.0,1327.0
105035,0.3117334,2221.812,2532559.8091,5.0,1328.0
105095,0.2846754,2067.612,2476239.926,5.0,1329.0
105189,0.3147206,2150.624,2506559.1941,5.0,1330.0
105218,0.2833178,2067.612,2476239.9568,5.0,1331.0
105302,0.302499,2055.758,2471910.0166,5.0,1332.0
105392,0.3186776,2055.81,2471929.0688,5.0,1333.0
105432,0.3065568,2067.595,2476233.8515,5.0,1334.0
105460,0.3072834,2470.872,2623527.822,5.0,1335.0
105481,0.2975491,2055.751,2471907.4355,5.0,1336.0
105512,0.3037076,2067.607,2476238.2014,5.0,1337.0
105571,0.3044518,2079.463,2480568.3964,5.0,1338.0
105684,0.3178317,2150.658,2506571.8231,5.0,1339.0
105766,0.2994579,2055.751,2471907.4913,5.0,1340.0
105803,0.3213311,2150.662,2506573.1996,5.0,1341.0
105880,0.3017055,2067.623,2476243.7463,5.0,1342.0
105975,0.3126242,2115.066,2493571.4191,5.0,1343.0
106013,0.312785,2067.589,2476231.4316,5.0,1344.0
106069,0.3173952,2055.782,2471918.9074,5.0,1345.0
106114,0.3002043,2067.595,2476233.5264,5.0,1346.0
106193,0.321545,2387.965,2593245.6288,5.0,1347.0
106256,0.2836273,2079.451,2480564.2219,5.0,1348.0
106399,0.3095602,2115.065,2493571.1868,5.0,1349.0
106469,0.3075188,2115.086,2493579.0571,5.0,1350.0
106508,0.3102621,2138.761,2502226.4291,5.0,1351.0
106530,0.2963013,2055.751,2471907.7569,5.0,1352.0
106579,0.2999231,2079.441,2480560.3141,5.0,1353.0
106684,0.3099806,2067.609,2476238.6372,5.0,1354.0
106764,0.2973749,2115.081,2493577.1283,5.0,1355.0
106801,0.318534,2055.782,2471919.1082,5.0,1356.0
106853,0.3122456,2067.59,2476231.731,5.0,1357.0
106882,0.2897251,2067.64,2476250.1724,5.0,1358.0
107002,0.3020786,2055.784,2471919.8005,5.0,1359.0
107081,0.3028516,2067.607,2476238.1064,5.0,1360.0
107148,0.3026294,2067.61,2476239.1033,5.0,1361.0
107198,0.2983632,2079.44,2480560.2559,5.0,1362.0
107296,0.3104261,2115.066,2493571.5588,5.0,1363.0
107355,0.306952,2150.632,2506562.193,5.0,1364.0
107403,0.3163228,2257.38,2545551.3554,5.0,1365.0
107448,0.3043242,2055.747,2471906.2684,5.0,1366.0
107510,0.2837157,2067.612,2476239.8591,5.0,1367.0
107669,0.2991863,2067.621,2476242.9909,5.0,1368.0
107785,0.3012732,2067.597,2476234.568,5.0,1369.0
107871,0.2965636,2055.777,2471917.0205,5.0,1370.0
107954,0.2904129,2067.597,2476234.4057,5.0,1371.0
108035,0.320908,2067.583,2476229.2278,5.0,1372.0
108105,0.3208861,2150.622,2506558.7073,5.0,1373.0
108169,0.2844533,2079.484,2480576.1112,5.0,1374.0
108294,0.2925564,2233.66,2536887.3622,5.0,1375.0
108348,0.304386,2067.598,2476234.8279,5.0,1376.0
108433,0.2835517,2079.461,2480567.6151,5.0,1377.0
108630,0.2976776,2079.44,2480560.1604,5.0,1378.0
108754,0.3199045,2067.722,2476279.8828,5.0,1379.0
108870,0.3010463,2055.748,2471906.5283,5.0,1380.0
108896,0.2945676,2067.619,2476242.4363,5.0,1381.0
109028,0.3044502,2067.597,2476234.3641,5.0,1382.0
109102,0.3148605,2055.764,2471912.1818,5.0,1383.0
109158,0.3097332,2067.614,2476240.7283,5.0,1384.0
109276,0.29943,2055.753,2471908.2441,5.0,1385.0
109322,0.3204843,2150.621,2506558.1373,5.0,1386.0
109401,0.3154064,2055.779,2471917.9269,5.0,1387.0
109480,0.3187358,2067.598,2476234.8273,5.0,1388.0
109595,0.3107203,2115.068,2493572.1963,5.0,1389.0
109641,0.291682,2067.595,2476233.7569,5.0,1390.0
109732,0.3101312,2150.622,2506558.3728,5.0,1391.0
109789,0.3135281,2150.659,2506571.9875,5.0,1392.0
109865,0.3046155,2067.602,2476236.1658,5.0,1393.0
109954,0.2910024,2067.6,2476235.5585,5.0,1394.0
110057,0.310173,2328.562,2571549.0537,5.0,1395.0
110099,0.2947103,2067.596,2476234.1229,5.0,1396.0
110161,0.29897,2079.439,2480559.8877,5.0,1397.0
110268,0.2984007,2055.755,2471909.1403,5.0,1398.0
110308,0.2969319,2067.593,2476232.9834,5.0,1399.0
110447,0.2985717,2079.441,2480560.2832,5.0,1400.0
110541,0.3195209,2079.464,2480569.027,5.0,1401.0
110700,0.2919651,2067.595,2476233.6196,5.0,1402.0
110764,0.3069387,2055.778,2471917.5058,5.0,1403.0
110838,0.3193798,2067.678,2476264.0777,5.0,1404.0
110998,0.304948,2079.447,2480562.7929,5.0,1405.0
111155,0.2852702,2067.618,2476242.031,5.0,1406.0
111253,0.3024905,2055.758,2471910.1246,5.0,1407.0
111300,0.3108304,2150.624,2506559.3394,5.0,1408.0
111346,0.3025573,2055.779,2471917.7204,5.0,1409.0
111412,0.2979745,2079.44,2480560.1895,5.0,1410.0
111482,0.3045683,2115.065,2493571.4057,5.0,1411.0
111523,0.3025605,2079.463,2480568.3154,5.0,1412.0
111734,0.3003509,2257.376,2545549.8335,5.0,1413.0
111796,0.3002023,2055.755,2471909.1001,5.0,1414.0
111835,0.2910785,2150.651,2506568.9889,5.0,1415.0
111881,0.3076762,2079.463,2480568.5532,5.0,1416.0
112077,0.2976972,2067.593,2476233.1024,5.0,1417.0
112184,0.3028948,2067.599,2476235.0669,5.0,1418.0
112263,0.2991725,2079.44,2480559.9827,5.0,1419.0
112366,0.3212624,2055.849,2471943.432,5.0,1420.0
112386,0.3107729,2115.066,2493571.7143,5.0,1421.0
112401,0.3189753,2055.823,2471933.8786,5.0,1422.0
112438,0.3189894,2150.687,2506582.2641,5.0,1423.0
112487,0.2979265,2067.634,2476247.9647,5.0,1424.0
112625,0.3082316,2328.561,2571548.8909,5.0,1425.0
112683,0.2985153,2138.783,2502234.3031,5.0,1426.0
112725,0.2962639,2079.442,2480560.8618,5.0,1427.0
112800,0.293871,2067.596,2476233.8701,5.0,1428.0
112871,0.3014859,2067.593,2476233.0261,5.0,1429.0
112958,0.2996784,2221.795,2532553.5012,5.0,1430.0
113013,0.3134278,2115.061,2493569.7479,5.0,1431.0
113056,0.2943796,2281.102,2554215.7331,5.0,1432.0
113112,0.3029164,2067.591,2476232.2783,5.0,1433.0
113193,0.2944316,2067.612,2476239.9015,5.0,1434.0
113304,0.2923496,2079.448,2480563.1643,5.0,1435.0
113460,0.2981405,2067.593,2476232.9811,5.0,1436.0
113532,0.3020214,2055.751,2471907.4796,5.0,1437.0
113579,0.3038384,2067.594,2476233.1352,5.0,1438.0
