ID,distance,year,jd,planet,number
39044,0.3117511,2328.561,2571548.9464,5.0,484.0
39092,0.3107733,2055.786,2471920.3272,5.0,485.0
39169,0.3174206,2281.101,2554215.4634,5.0,486.0
39230,0.3001549,2067.592,2476232.4896,5.0,487.0
39317,0.287028,2138.794,2502238.1441,5.0,488.0
39391,0.3076126,2079.449,2480563.3142,5.0,489.0
39529,0.2997375,2079.441,2480560.3055,5.0,490.0
39623,0.2976092,2055.753,2471908.2297,5.0,491.0
39676,0.3115913,2150.621,2506558.2183,5.0,492.0
39716,0.3215822,2138.753,2502223.1692,5.0,493.0
39779,0.311956,2055.746,2471905.7157,5.0,494.0
39830,0.3169065,2233.653,2536884.7243,5.0,495.0
39873,0.295429,2067.594,2476233.4836,5.0,496.0
39997,0.3107064,2067.697,2476270.9044,5.0,497.0
40086,0.290106,2067.617,2476241.6453,5.0,498.0
40220,0.3032746,2067.602,2476236.3326,5.0,499.0
40357,0.3182774,2150.729,2506597.4836,5.0,500.0
40415,0.3135155,2055.752,2471907.9492,5.0,501.0
40438,0.2927356,2328.573,2571553.2702,5.0,502.0
40498,0.29173,2067.613,2476240.2604,5.0,503.0
40634,0.3131798,2067.635,2476248.2042,5.0,504.0
40760,0.3071357,2150.622,2506558.514,5.0,505.0
40801,0.3158905,2067.596,2476233.9543,5.0,506.0
40927,0.293901,2067.594,2476233.4911,5.0,507.0
41006,0.3152171,2055.843,2471941.3484,5.0,508.0
41027,0.3135443,2067.598,2476234.8513,5.0,509.0
41162,0.3105893,2055.752,2471907.8216,5.0,510.0
41195,0.3108927,2399.694,2597529.7187,5.0,511.0
41244,0.2888798,2067.612,2476240.0475,5.0,512.0
41363,0.2903083,2067.595,2476233.7017,5.0,513.0
41437,0.2876129,2067.613,2476240.0891,5.0,514.0
41535,0.3041929,2067.621,2476243.0257,5.0,515.0
41639,0.3130123,2067.598,2476234.6066,5.0,516.0
41751,0.3147368,2067.699,2476271.6069,5.0,517.0
41863,0.3114316,2067.609,2476238.7316,5.0,518.0
41946,0.2986758,2115.085,2493578.3595,5.0,519.0
41975,0.3009245,2055.806,2471927.674,5.0,520.0
42012,0.299949,2067.62,2476242.8992,5.0,521.0
42132,0.3218901,2067.614,2476240.7034,5.0,522.0
42221,0.3175343,2055.845,2471941.868,5.0,523.0
42232,0.3181731,2257.402,2545559.0891,5.0,524.0
42273,0.3013819,2055.749,2471906.8972,5.0,525.0
42347,0.3153005,2055.747,2471905.9758,5.0,526.0
42369,0.3077079,2067.593,2476233.0676,5.0,527.0
42488,0.3091632,2150.659,2506572.107,5.0,528.0
42554,0.3002059,2150.626,2506559.9011,5.0,529.0
42580,0.3194689,2221.885,2532586.5626,5.0,530.0
42647,0.2981447,2079.44,2480560.2498,5.0,531.0
42762,0.2849668,2067.618,2476242.2174,5.0,532.0
42886,0.2844045,2138.792,2502237.5611,5.0,533.0
42925,0.3040173,2257.379,2545550.7546,5.0,534.0
42978,0.3058651,2257.379,2545550.9866,5.0,535.0
43006,0.3028366,2115.087,2493579.1542,5.0,536.0
43059,0.3116015,2257.387,2545553.6498,5.0,537.0
43095,0.3027478,2055.749,2471906.9388,5.0,538.0
43147,0.2939604,2067.599,2476235.2057,5.0,539.0
43284,0.2912001,2067.613,2476240.2723,5.0,540.0
43422,0.3193443,2067.615,2476240.808,5.0,541.0
43482,0.3037216,2138.821,2502248.2625,5.0,542.0
43566,0.3072128,2055.746,2471905.6863,5.0,543.0
43606,0.3212443,2055.859,2471946.8679,5.0,544.0
43661,0.2892102,2067.62,2476242.7851,5.0,545.0
43751,0.3124933,2055.756,2471909.3174,5.0,546.0
43825,0.3206871,2055.765,2471912.8557,5.0,547.0
43888,0.3113854,2115.062,2493570.0715,5.0,548.0
43947,0.3166483,2233.654,2536885.1849,5.0,549.0
43970,0.3105043,2150.624,2506559.1338,5.0,550.0
44039,0.2994318,2067.613,2476240.4072,5.0,551.0
44145,0.2910518,2067.595,2476233.5415,5.0,552.0
44212,0.2971084,2221.829,2532566.1829,5.0,553.0
44298,0.3014425,2079.44,2480560.2733,5.0,554.0
44412,0.3161228,2067.658,2476256.6508,5.0,555.0
44489,0.2896623,2233.658,2536886.5621,5.0,556.0
44536,0.3070389,2115.066,2493571.4782,5.0,557.0
44568,0.298177,2055.777,2471917.1418,5.0,558.0
44640,0.3214676,2150.662,2506573.1352,5.0,559.0
44725,0.3212395,2328.558,2571547.7362,5.0,560.0
44748,0.3046265,2150.701,2506587.532,5.0,561.0
44792,0.2989069,2115.07,2493573.0133,5.0,562.0
44837,0.300735,2055.751,2471907.4749,5.0,563.0
44891,0.3074336,2067.592,2476232.4431,5.0,564.0
45012,0.3027275,2079.447,2480562.7918,5.0,565.0
45151,0.3139388,2067.595,2476233.6479,5.0,566.0
45270,0.3042607,2067.614,2476240.5168,5.0,567.0
45374,0.3178926,2055.822,2471933.5759,5.0,568.0
45400,0.3166614,2257.41,2545562.2426,5.0,569.0
45449,0.3186774,2257.38,2545551.2865,5.0,570.0
45491,0.3144129,2150.684,2506581.1519,5.0,571.0
45569,0.2941947,2055.775,2471916.217,5.0,572.0
45612,0.2904223,2079.485,2480576.4065,5.0,573.0
45773,0.3165953,2150.622,2506558.612,5.0,574.0
45840,0.3093876,2150.646,2506567.1335,5.0,575.0
45895,0.3218317,2150.726,2506596.4598,5.0,576.0
45945,0.2998283,2079.439,2480559.9136,5.0,577.0
46046,0.3114786,2494.603,2632195.7618,5.0,578.0
46099,0.3072983,2055.75,2471907.2591,5.0,579.0
46145,0.3136685,2067.613,2476240.1828,5.0,580.0
46223,0.2940269,2067.634,2476247.758,5.0,581.0
46324,0.3178385,2115.066,2493571.6925,5.0,582.0
46358,0.3216319,2221.803,2532556.554,5.0,583.0
46419,0.3110264,2328.561,2571548.9035,5.0,584.0
46458,0.3080449,2055.746,2471905.7349,5.0,585.0
46508,0.3186291,2067.589,2476231.5529,5.0,586.0
46535,0.3123676,2079.435,2480558.3387,5.0,587.0
46623,0.3037942,2115.068,2493572.1749,5.0,588.0
46696,0.3218197,2055.825,2471934.7731,5.0,589.0
46728,0.3207181,2257.381,2545551.4205,5.0,590.0
46794,0.3104697,2067.592,2476232.6587,5.0,591.0
46954,0.2832957,2079.449,2480563.2808,5.0,592.0
47057,0.3031439,2067.592,2476232.4277,5.0,593.0
47156,0.3033625,2067.591,2476232.3032,5.0,594.0
47216,0.2992219,2079.439,2480559.8865,5.0,595.0
47280,0.3096271,2067.621,2476243.1897,5.0,596.0
47433,0.2966547,2138.795,2502238.6952,5.0,597.0
47498,0.3038518,2067.592,2476232.5717,5.0,598.0
47592,0.3145418,2067.589,2476231.5284,5.0,599.0
47621,0.3197712,2055.83,2471936.314,5.0,600.0
47654,0.3095198,2138.761,2502226.2508,5.0,601.0
47737,0.3186646,2257.367,2545546.5872,5.0,602.0
47765,0.3164823,2281.121,2554222.6737,5.0,603.0
47822,0.3022873,2067.592,2476232.5849,5.0,604.0
47924,0.2928119,2316.722,2567224.6359,5.0,605.0
47988,0.320542,2257.38,2545551.3221,5.0,606.0
48005,0.3003524,2328.569,2571551.8282,5.0,607.0
48048,0.3189979,2067.615,2476240.8052,5.0,608.0
48145,0.2996237,2055.751,2471907.4815,5.0,609.0
48199,0.3089071,2067.64,2476250.2656,5.0,610.0
48349,0.3065855,2055.752,2471907.944,5.0,611.0
48389,0.3183143,2150.683,2506580.6701,5.0,612.0
48460,0.2992312,2150.627,2506560.4507,5.0,613.0
48481,0.3143122,2067.599,2476235.0905,5.0,614.0
48642,0.3002568,2067.593,2476232.9047,5.0,615.0
48741,0.3195485,2221.793,2532552.8588,5.0,616.0
48778,0.3177407,2067.661,2476257.6872,5.0,617.0
48891,0.2985183,2281.1,2554215.1554,5.0,618.0
48911,0.3211574,2079.433,2480557.5378,5.0,619.0
49018,0.2996398,2257.379,2545550.9145,5.0,620.0
49071,0.2873307,2067.613,2476240.1032,5.0,621.0
49159,0.2925572,2067.595,2476233.602,5.0,622.0
49213,0.2965654,2257.378,2545550.4064,5.0,623.0
49259,0.3018713,2221.815,2532561.133,5.0,624.0
49327,0.3185291,2055.822,2471933.5974,5.0,625.0
49367,0.2983054,2067.597,2476234.2949,5.0,626.0
49441,0.3208052,2067.637,2476248.8348,5.0,627.0
49526,0.2908918,2079.461,2480567.7843,5.0,628.0
49631,0.3181083,2067.721,2476279.6543,5.0,629.0
49751,0.3206136,2067.628,2476245.6976,5.0,630.0
49813,0.3170735,2055.787,2471920.7465,5.0,631.0
49878,0.3175581,2138.762,2502226.7874,5.0,632.0
49921,0.3186258,2067.719,2476278.7809,5.0,633.0
50038,0.3188759,2257.411,2545562.634,5.0,634.0
50076,0.2974848,2079.44,2480560.2577,5.0,635.0
50131,0.3196008,2055.81,2471929.1826,5.0,636.0
50171,0.3148173,2067.643,2476251.3037,5.0,637.0
50277,0.3019399,2055.751,2471907.5722,5.0,638.0
50341,0.289869,2067.613,2476240.1725,5.0,639.0
50444,0.3078922,2115.066,2493571.6514,5.0,640.0
50477,0.3011098,2067.613,2476240.3283,5.0,641.0
50599,0.3088105,2150.683,2506580.9358,5.0,642.0
50680,0.2965563,2067.597,2476234.4746,5.0,643.0
50814,0.3092445,2304.825,2562879.3921,5.0,644.0
50838,0.2912759,2067.612,2476239.968,5.0,645.0
50953,0.309935,2150.621,2506558.1013,5.0,646.0
50984,0.3110864,2067.592,2476232.5668,5.0,647.0
51104,0.3062621,2067.621,2476243.0585,5.0,648.0
51178,0.2983092,2079.44,2480560.1359,5.0,649.0
51241,0.3096351,2055.781,2471918.6334,5.0,650.0
51298,0.318446,2067.66,2476257.5787,5.0,651.0
51399,0.3144193,2067.632,2476247.2672,5.0,652.0
51479,0.3166071,2055.787,2471920.701,5.0,653.0
51535,0.3044254,2067.614,2476240.5119,5.0,654.0
51627,0.3148344,2233.663,2536888.3277,5.0,655.0
51663,0.3211128,2067.594,2476233.1998,5.0,656.0
51770,0.2902676,2067.596,2476234.0156,5.0,657.0
51818,0.2986588,2150.629,2506561.1435,5.0,658.0
51897,0.2979424,2221.796,2532553.9879,5.0,659.0
51944,0.3096929,2067.59,2476231.7583,5.0,660.0
52028,0.3103345,2150.686,2506581.7348,5.0,661.0
52080,0.2949856,2067.596,2476234.0116,5.0,662.0
52188,0.3021555,2115.088,2493579.7005,5.0,663.0
52222,0.2987546,2079.44,2480560.2582,5.0,664.0
52337,0.3150376,2150.683,2506580.7213,5.0,665.0
52435,0.3056457,2079.463,2480568.4362,5.0,666.0
52591,0.3194059,2138.8,2502240.5411,5.0,667.0
52678,0.2965774,2067.613,2476240.2434,5.0,668.0
52787,0.3142073,2257.368,2545546.7391,5.0,669.0
52824,0.3149628,2233.664,2536888.8145,5.0,670.0
52908,0.3184685,2221.838,2532569.2716,5.0,671.0
52947,0.3084279,2055.785,2471920.1897,5.0,672.0
53017,0.2943639,2067.594,2476233.3912,5.0,673.0
53097,0.3109079,2055.809,2471928.7139,5.0,674.0
53144,0.3212006,2067.622,2476243.4253,5.0,675.0
53302,0.3153274,2055.787,2471920.6103,5.0,676.0
53332,0.3146382,2067.612,2476239.7329,5.0,677.0
53408,0.2918573,2067.596,2476234.1453,5.0,678.0
53461,0.3065686,2067.592,2476232.4699,5.0,679.0
53546,0.2945852,2079.486,2480576.9685,5.0,680.0
53690,0.2878529,2233.659,2536887.0113,5.0,681.0
53785,0.3077733,2067.657,2476256.1894,5.0,682.0
53938,0.321155,2138.827,2502250.3203,5.0,683.0
54033,0.311662,2115.064,2493570.7618,5.0,684.0
54081,0.3103621,2138.801,2502240.8628,5.0,685.0
54172,0.3140817,2257.368,2545546.8725,5.0,686.0
54231,0.3155209,2067.613,2476240.1447,5.0,687.0
54324,0.3009659,2079.487,2480577.4305,5.0,688.0
54442,0.3193596,2150.63,2506561.2768,5.0,689.0
54511,0.3124698,2055.752,2471907.8843,5.0,690.0
54556,0.2863049,2067.633,2476247.5566,5.0,691.0
54681,0.2987292,2079.44,2480560.1992,5.0,692.0
54765,0.3179649,2055.849,2471943.203,5.0,693.0
54778,0.3123651,2115.066,2493571.6658,5.0,694.0
54799,0.3139902,2067.609,2476238.8073,5.0,695.0
54876,0.2975759,2055.75,2471907.4066,5.0,696.0
54930,0.2888927,2067.597,2476234.5553,5.0,697.0
55020,0.3198605,2055.765,2471912.6193,5.0,698.0
55073,0.2830048,2067.612,2476239.8506,5.0,699.0
55177,0.2921495,2067.595,2476233.6154,5.0,700.0
55240,0.3101406,2067.595,2476233.5992,5.0,701.0
55281,0.3104158,2055.764,2471912.4613,5.0,702.0
55346,0.3122416,2150.634,2506562.8386,5.0,703.0
55430,0.3007333,2233.653,2536884.9367,5.0,704.0
55445,0.3183229,2067.64,2476250.2676,5.0,705.0
55533,0.3200384,2067.61,2476239.0804,5.0,706.0
55572,0.3077637,2055.751,2471907.518,5.0,707.0
55620,0.2975623,2079.44,2480560.2266,5.0,708.0
55730,0.3005083,2055.754,2471908.5392,5.0,709.0
55754,0.3065992,2067.592,2476232.4185,5.0,710.0
55827,0.3163512,2067.615,2476240.7966,5.0,711.0
55961,0.3008273,2055.751,2471907.4834,5.0,712.0
56023,0.3219887,2067.594,2476233.1471,5.0,713.0
56151,0.3165422,2067.678,2476263.9241,5.0,714.0
56240,0.3041638,2067.592,2476232.4055,5.0,715.0
56301,0.309151,2150.624,2506559.356,5.0,716.0
56343,0.3059076,2079.463,2480568.4777,5.0,717.0
56536,0.3076732,2067.594,2476233.4456,5.0,718.0
56615,0.2848878,2079.484,2480576.0801,5.0,719.0
56732,0.3028057,2067.598,2476234.6104,5.0,720.0
56811,0.3014345,2221.849,2532573.2815,5.0,721.0
56848,0.2981587,2067.592,2476232.522,5.0,722.0
56933,0.3145978,2115.068,2493572.1891,5.0,723.0
56962,0.3121581,2067.634,2476247.9508,5.0,724.0
57101,0.3209744,2067.682,2476265.5766,5.0,725.0
57199,0.3103157,2067.59,2476231.8281,5.0,726.0
57281,0.3106767,2055.802,2471926.1242,5.0,727.0
57307,0.3116341,2055.78,2471918.2662,5.0,728.0
57398,0.309419,2115.067,2493571.9418,5.0,729.0
57412,0.316601,2399.7,2597531.8336,5.0,730.0
57492,0.3085547,2079.463,2480568.5635,5.0,731.0
57649,0.3168291,2067.598,2476234.7698,5.0,732.0
57768,0.2853751,2067.618,2476242.1513,5.0,733.0
57873,0.3123038,2470.873,2623528.088,5.0,734.0
57922,0.317424,2115.064,2493570.9084,5.0,735.0
57956,0.3011116,2387.854,2593205.1853,5.0,736.0
58029,0.3101397,2055.823,2471933.9906,5.0,737.0
58075,0.3198849,2055.771,2471914.8453,5.0,738.0
58113,0.320142,2150.687,2506582.32,5.0,739.0
58169,0.3103217,2067.636,2476248.4675,5.0,740.0
58287,0.2887823,2067.612,2476239.8144,5.0,741.0
58408,0.2919842,2150.651,2506569.1341,5.0,742.0
58481,0.3033454,2067.613,2476240.2277,5.0,743.0
58534,0.3066098,2067.595,2476233.7198,5.0,744.0
58571,0.3050355,2067.621,2476243.1011,5.0,745.0
58677,0.2990688,2304.835,2562883.1951,5.0,746.0
58710,0.3011938,2067.592,2476232.7222,5.0,747.0
58782,0.2985566,2221.797,2532554.378,5.0,748.0
58794,0.3076518,2115.064,2493570.6815,5.0,749.0
58842,0.3174983,2257.399,2545558.0881,5.0,750.0
58904,0.3027449,2055.748,2471906.3862,5.0,751.0
58950,0.3092663,2067.591,2476232.316,5.0,752.0
59019,0.301103,2067.64,2476250.2321,5.0,753.0
59153,0.3043624,2067.602,2476236.2956,5.0,754.0
59233,0.3059055,2115.066,2493571.4708,5.0,755.0
59272,0.3080333,2067.591,2476232.2422,5.0,756.0
59341,0.3214919,2079.466,2480569.463,5.0,757.0
59497,0.2943484,2281.101,2554215.4365,5.0,758.0
59565,0.3033633,2079.447,2480562.7798,5.0,759.0
59728,0.3132222,2150.729,2506597.4571,5.0,760.0
59786,0.3209157,2055.858,2471946.7354,5.0,761.0
59814,0.2981844,2387.89,2593218.3344,5.0,762.0
59865,0.3188933,2067.621,2476243.34,5.0,763.0
59947,0.3050319,2115.066,2493571.4265,5.0,764.0
59990,0.2979477,2055.777,2471917.267,5.0,765.0
60055,0.315074,2150.626,2506559.8293,5.0,766.0
60117,0.3213032,2150.662,2506573.1157,5.0,767.0
60187,0.3109057,2067.594,2476233.434,5.0,768.0
60232,0.2985413,2079.441,2480560.2948,5.0,769.0
60321,0.3077016,2221.789,2532551.6092,5.0,770.0
60362,0.3061746,2055.758,2471910.1786,5.0,771.0
60427,0.2933872,2067.614,2476240.6343,5.0,772.0
60551,0.315602,2233.69,2536898.4307,5.0,773.0
60604,0.2891738,2067.642,2476250.9857,5.0,774.0
60764,0.3068933,2067.597,2476234.3843,5.0,775.0
60845,0.3192743,2150.622,2506558.6256,5.0,776.0
60897,0.3034826,2115.083,2493577.6368,5.0,777.0
60926,0.3189261,2257.377,2545550.1264,5.0,778.0
60954,0.2957432,2138.767,2502228.4811,5.0,779.0
60995,0.3208076,2257.398,2545557.8396,5.0,780.0
61024,0.2981179,2079.44,2480560.0833,5.0,781.0
61108,0.2976118,2079.462,2480568.2105,5.0,782.0
61180,0.3043116,2115.067,2493571.7781,5.0,783.0
61206,0.3082927,2079.463,2480568.5425,5.0,784.0
61297,0.3038551,2221.815,2532560.821,5.0,785.0
61336,0.2865438,2067.618,2476241.9108,5.0,786.0
61497,0.2979757,2067.592,2476232.7141,5.0,787.0
61586,0.3148373,2055.752,2471908.1238,5.0,788.0
61623,0.2973889,2055.753,2471908.1957,5.0,789.0
61692,0.3119015,2150.664,2506573.7241,5.0,790.0
61771,0.3085449,2055.75,2471907.3791,5.0,791.0
61799,0.2999235,2055.751,2471907.6088,5.0,792.0
61866,0.2970187,2055.752,2471907.8978,5.0,793.0
61902,0.3137726,2115.067,2493571.8019,5.0,794.0
61937,0.3036131,2055.747,2471906.3314,5.0,795.0
61959,0.3152679,2067.589,2476231.5212,5.0,796.0
61988,0.3157226,2055.803,2471926.7149,5.0,797.0
62021,0.3060499,2115.066,2493571.6061,5.0,798.0
62036,0.3052941,2067.591,2476232.2598,5.0,799.0
62165,0.3111144,2055.753,2471908.2285,5.0,800.0
62207,0.308417,2067.602,2476236.0734,5.0,801.0
62337,0.2994566,2079.44,2480560.2182,5.0,802.0
62424,0.3045534,2055.749,2471906.9839,5.0,803.0
62479,0.3081976,2067.594,2476233.1476,5.0,804.0
62654,0.3103635,2115.066,2493571.6887,5.0,805.0
62668,0.295986,2055.776,2471916.8063,5.0,806.0
62713,0.3212042,2067.614,2476240.5046,5.0,807.0
62778,0.3162341,2055.848,2471943.024,5.0,808.0
62792,0.3036783,2067.596,2476233.929,5.0,809.0
62820,0.3188859,2055.802,2471926.3962,5.0,810.0
62856,0.3154277,2055.757,2471909.7204,5.0,811.0
62898,0.3145358,2067.593,2476232.8203,5.0,812.0
62963,0.2995601,2055.757,2471909.8799,5.0,813.0
63001,0.2991972,2079.44,2480560.2521,5.0,814.0
63074,0.3043142,2115.067,2493571.8442,5.0,815.0
63131,0.3025448,2150.681,2506580.0196,5.0,816.0
63224,0.3076117,2067.597,2476234.4755,5.0,817.0
63315,0.3035708,2055.749,2471907.0326,5.0,818.0
63378,0.3080968,2150.621,2506558.0117,5.0,819.0
63439,0.3049948,2150.656,2506571.0118,5.0,820.0
63545,0.2819557,2067.614,2476240.6787,5.0,821.0
63656,0.2906759,2328.57,2571552.0552,5.0,822.0
63725,0.2974919,2067.614,2476240.4542,5.0,823.0
63865,0.3078908,2150.623,2506558.8925,5.0,824.0
63907,0.2919687,2150.651,2506569.027,5.0,825.0
63953,0.3035463,2067.597,2476234.5829,5.0,826.0
64069,0.2950112,2150.659,2506572.0729,5.0,827.0
64151,0.2965915,2150.627,2506560.3846,5.0,828.0
64195,0.3198647,2257.366,2545546.2511,5.0,829.0
64240,0.298753,2079.441,2480560.3064,5.0,830.0
64372,0.3009674,2055.749,2471906.8486,5.0,831.0
64445,0.295715,2067.593,2476232.9019,5.0,832.0
64516,0.3064996,2138.836,2502253.7407,5.0,833.0
64604,0.3172391,2055.787,2471920.7709,5.0,834.0
64668,0.3049459,2150.623,2506558.742,5.0,835.0
64716,0.2909565,2221.811,2532559.465,5.0,836.0
64770,0.2940025,2257.38,2545551.0931,5.0,837.0
64824,0.3017791,2055.751,2471907.6142,5.0,838.0
64882,0.2881739,2067.597,2476234.3459,5.0,839.0
64913,0.3097165,2067.592,2476232.5344,5.0,840.0
65003,0.3030921,2304.835,2562883.2433,5.0,841.0
65063,0.3114217,2055.819,2471932.281,5.0,842.0
65133,0.3146549,2233.675,2536892.7708,5.0,843.0
65196,0.3088303,2115.063,2493570.4282,5.0,844.0
65211,0.3023203,2055.747,2471906.1439,5.0,845.0
65237,0.3116669,2055.753,2471908.3215,5.0,846.0
65296,0.3170539,2470.925,2623546.9636,5.0,847.0
65324,0.2992368,2067.614,2476240.4964,5.0,848.0
65458,0.3093993,2079.463,2480568.6675,5.0,849.0
65629,0.2994259,2221.794,2532553.4504,5.0,850.0
65702,0.3141171,2079.464,2480568.9586,5.0,851.0
65855,0.2952649,2138.785,2502235.0221,5.0,852.0
65908,0.2995333,2411.598,2601877.6842,5.0,853.0
65960,0.3105677,2150.625,2506559.5026,5.0,854.0
66030,0.3170965,2055.765,2471912.5527,5.0,855.0
66112,0.3044194,2055.75,2471907.0744,5.0,856.0
66158,0.3159186,2115.064,2493570.8223,5.0,857.0
66207,0.3179657,2055.804,2471926.8589,5.0,858.0
66236,0.2995473,2067.591,2476232.3473,5.0,859.0
66352,0.3102414,2150.622,2506558.5843,5.0,860.0
66416,0.3057519,2055.785,2471920.0126,5.0,861.0
66478,0.3001402,2055.784,2471919.58,5.0,862.0
66552,0.295794,2067.613,2476240.3438,5.0,863.0
66656,0.2973254,2055.751,2471907.6251,5.0,864.0
66696,0.2977177,2079.441,2480560.2836,5.0,865.0
66825,0.2974709,2055.751,2471907.451,5.0,866.0
66872,0.296331,2079.442,2480560.7231,5.0,867.0
66974,0.2989166,2079.44,2480559.9604,5.0,868.0
67064,0.3102048,2138.762,2502226.7628,5.0,869.0
67141,0.3118619,2257.381,2545551.5812,5.0,870.0
67179,0.3134962,2055.809,2471928.7707,5.0,871.0
67219,0.298227,2067.593,2476233.0535,5.0,872.0
67307,0.3093564,2494.611,2632198.4183,5.0,873.0
67333,0.3038834,2067.597,2476234.3972,5.0,874.0
67411,0.309572,2067.62,2476242.8975,5.0,875.0
67538,0.2901746,2067.643,2476251.0246,5.0,876.0
67669,0.2924226,2067.595,2476233.7988,5.0,877.0
67722,0.2929702,2067.595,2476233.6606,5.0,878.0
67768,0.31159,2150.727,2506596.9167,5.0,879.0
67810,0.2911668,2079.461,2480567.7324,5.0,880.0
67970,0.3110591,2221.797,2532554.5235,5.0,881.0
67994,0.3031318,2067.591,2476232.1939,5.0,882.0
68096,0.3161956,2150.628,2506560.8778,5.0,883.0
68214,0.3054236,2067.591,2476232.3368,5.0,884.0
68292,0.2900091,2316.717,2567223.0392,5.0,885.0
68345,0.3000765,2079.44,2480560.1933,5.0,886.0
68487,0.3077333,2067.595,2476233.5219,5.0,887.0
68620,0.3156032,2067.612,2476239.8734,5.0,888.0
68689,0.2948912,2281.1,2554215.1296,5.0,889.0
68743,0.3202141,2067.613,2476240.3963,5.0,890.0
68791,0.3044362,2150.702,2506587.8071,5.0,891.0
68853,0.2984582,2079.44,2480560.1616,5.0,892.0
68965,0.3176464,2115.067,2493572.0212,5.0,893.0
68994,0.3079462,2221.808,2532558.2591,5.0,894.0
69032,0.2941635,2067.596,2476233.9803,5.0,895.0
69076,0.3204734,2067.661,2476257.8076,5.0,896.0
69262,0.3190482,2067.593,2476233.043,5.0,897.0
69336,0.2870565,2079.447,2480562.7578,5.0,898.0
69434,0.3217674,2150.745,2506603.2443,5.0,899.0
69494,0.3147213,2221.825,2532564.745,5.0,900.0
69545,0.3121874,2115.066,2493571.7364,5.0,901.0
69580,0.3003144,2055.751,2471907.5326,5.0,902.0
69641,0.2978642,2079.441,2480560.3008,5.0,903.0
69767,0.3215099,2150.704,2506588.4571,5.0,904.0
69841,0.3170622,2150.647,2506567.6827,5.0,905.0
69863,0.317714,2079.433,2480557.5745,5.0,906.0
69941,0.3039856,2067.622,2476243.6317,5.0,907.0
70043,0.3109166,2411.599,2601877.9809,5.0,908.0
70090,0.2982273,2079.44,2480560.1964,5.0,909.0
70237,0.2977645,2079.442,2480560.8836,5.0,910.0
70354,0.3074329,2079.463,2480568.5457,5.0,911.0
70535,0.3060047,2079.488,2480577.488,5.0,912.0
70638,0.2978515,2233.662,2536888.0768,5.0,913.0
70719,0.3007429,2079.462,2480568.2979,5.0,914.0
70871,0.3049118,2115.066,2493571.4523,5.0,915.0
70922,0.3084349,2518.333,2640862.1669,5.0,916.0
70941,0.2985506,2055.753,2471908.2244,5.0,917.0
70987,0.3148155,2257.387,2545553.6478,5.0,918.0
71047,0.2887406,2067.613,2476240.1725,5.0,919.0
71172,0.2992719,2470.901,2623538.2293,5.0,920.0
71212,0.3149602,2150.621,2506558.1264,5.0,921.0
71242,0.2968852,2067.633,2476247.6848,5.0,922.0
71376,0.3120663,2067.589,2476231.4288,5.0,923.0
71409,0.2975459,2079.441,2480560.3091,5.0,924.0
71473,0.3076163,2150.623,2506558.7537,5.0,925.0
71522,0.2984341,2079.44,2480560.273,5.0,926.0
71641,0.3094381,2115.063,2493570.3454,5.0,927.0
71663,0.3105528,2067.595,2476233.6621,5.0,928.0
71744,0.3170398,2055.839,2471939.6524,5.0,929.0
71770,0.2904063,2067.612,2476239.8342,5.0,930.0
71896,0.3128069,2257.399,2545558.0605,5.0,931.0
71951,0.3085213,2079.437,2480559.0257,5.0,932.0
72034,0.3023875,2138.821,2502248.1123,5.0,933.0
72102,0.3029702,2067.591,2476232.2357,5.0,934.0
72181,0.305325,2150.68,2506579.809,5.0,935.0
72248,0.3140659,2138.799,2502240.0968,5.0,936.0
72333,0.3128074,2067.622,2476243.4538,5.0,937.0
72440,0.2938647,2067.618,2476242.1528,5.0,938.0
72606,0.2926963,2067.595,2476233.761,5.0,939.0
72725,0.3182513,2221.901,2532592.4876,5.0,940.0
72790,0.3046953,2304.872,2562896.7388,5.0,941.0
72846,0.3031241,2079.441,2480560.389,5.0,942.0
73004,0.2987637,2304.829,2562880.955,5.0,943.0
73073,0.2898301,2067.597,2476234.2449,5.0,944.0
73145,0.3058635,2115.088,2493579.4945,5.0,945.0
73184,0.3192351,2399.69,2597528.5154,5.0,946.0
73233,0.3097287,2115.066,2493571.6028,5.0,947.0
73276,0.3114759,2067.591,2476232.3415,5.0,948.0
73369,0.2929933,2067.594,2476233.2194,5.0,949.0
73478,0.2976589,2079.447,2480562.616,5.0,950.0
73614,0.3009927,2138.775,2502231.3856,5.0,951.0
73663,0.3185023,2150.729,2506597.6399,5.0,952.0
73711,0.3190247,2067.614,2476240.4818,5.0,953.0
73800,0.2971722,2138.794,2502238.4038,5.0,954.0
73862,0.3113881,2328.562,2571549.2014,5.0,955.0
73914,0.3029033,2067.591,2476232.2629,5.0,956.0
73991,0.2929131,2067.595,2476233.7044,5.0,957.0
74070,0.3043304,2067.61,2476239.1996,5.0,958.0
74121,0.3151159,2138.858,2502261.5133,5.0,959.0
74216,0.3127805,2067.593,2476232.8808,5.0,960.0
74301,0.3150826,2067.658,2476256.7052,5.0,961.0
74453,0.3114372,2067.656,2476255.7779,5.0,962.0
74574,0.2991363,2079.44,2480560.2638,5.0,963.0
74677,0.3099759,2079.449,2480563.271,5.0,964.0
74873,0.3137161,2150.625,2506559.7641,5.0,965.0
74917,0.3117267,2257.399,2545557.956,5.0,966.0
74969,0.3095204,2067.594,2476233.4655,5.0,967.0
75027,0.3120594,2079.464,2480568.8818,5.0,968.0
