a e i Om w M year jd number v
3.144519403999999962e+00 6.209230430000000078e-01 7.076817057099999886e+01 2.829020882109999775e+02 1.714253282560000002e+02 9.228838590000000286e-01 2.003179226974999892e+03 2.452705721248879097e+06 7.150000000000000000e+03 5.055340501999999958e+00
3.138504997000000074e+00 6.202090770000000530e-01 7.074858778600000164e+01 2.829029601949999915e+02 1.713705721130000086e+02 1.015666485999999979e+00 2.003180619045999947e+03 2.452706229692102876e+06 7.151000000000000000e+03 5.488581383999999730e+00
3.114663252000000160e+00 6.173308560000000389e-01 7.079580037099999856e+01 2.829002557339999839e+02 1.712422578130000090e+02 1.018694108999999903e+00 2.003180486862999942e+03 2.452706181413110811e+06 7.152000000000000000e+03 5.308784891000000172e+00
3.117503818999999954e+00 6.176472480000000376e-01 7.082981626999999492e+01 2.828958684479999874e+02 1.713164618790000020e+02 2.283261659999999971e-01 2.003168422921000001e+03 2.452701775152428076e+06 7.153000000000000000e+03 1.143323314999999951e+00
3.118397900000000167e+00 6.177511369999999502e-01 7.084344934700000351e+01 2.828936091580000038e+02 1.714453748679999876e+02 1.201337749999999982e-01 2.003166769380999995e+03 2.452701171209883876e+06 7.154000000000000000e+03 6.898142900000000521e-01
3.154172608000000100e+00 6.220827730000000333e-01 7.082989135900000122e+01 2.828980710000000158e+02 1.714312588509999955e+02 9.278184000000000431e-01 2.003179369640000004e+03 2.452705773355993908e+06 7.155000000000000000e+03 5.111840355000000002e+00
3.118861282000000124e+00 6.178083319999999601e-01 7.085332164099999375e+01 2.828921230149999815e+02 1.714336928060000105e+02 1.159778379999999998e-01 2.003166706201999887e+03 2.452701148134328891e+06 7.156000000000000000e+03 6.554299730000000546e-01
3.113612777999999803e+00 6.171996600000000388e-01 7.080679560999999467e+01 2.828995724569999766e+02 1.712478628899999933e+02 9.978543330000000378e-01 2.003180160936999982e+03 2.452706062371292152e+06 7.157000000000000000e+03 5.199624860000000126e+00
3.150870192000000181e+00 6.216925620000000041e-01 7.078856150800000080e+01 2.829017172480000113e+02 1.713689696350000133e+02 1.026004400000000011e-01 2.003166525748999902e+03 2.452701082225089893e+06 7.158000000000000000e+03 5.310488599999999559e-01
3.138290507999999868e+00 6.201538979999999812e-01 7.077049767100000111e+01 2.829020152499999767e+02 1.715020106489999989e+02 8.849126830000000332e-01 2.003178598100000045e+03 2.452705491557298228e+06 7.159000000000000000e+03 4.909703939999999989e+00
3.125468431999999908e+00 6.185948100000000505e-01 7.082904239600000551e+01 2.828982290310000280e+02 1.714952796020000108e+02 9.654109899999999689e-01 2.003179750021000018e+03 2.452705912287266925e+06 7.160000000000000000e+03 5.303572445000000357e+00
3.101137764999999824e+00 6.156332890000000280e-01 7.079478799100000685e+01 2.829002625279999847e+02 1.713583091499999966e+02 1.111047075000000106e+00 2.003181786679999959e+03 2.452706656161099207e+06 7.161000000000000000e+03 5.876686058999999851e+00
3.102400096999999857e+00 6.157799430000000518e-01 7.077710002400000633e+01 2.829034008539999832e+02 1.714508775900000046e+02 1.059615539999999995e-01 2.003166540127999951e+03 2.452701087477116846e+06 7.162000000000000000e+03 6.175375400000000514e-01
3.118448109000000024e+00 6.177784889999999862e-01 7.082587092299999654e+01 2.828977390100000093e+02 1.712848091509999904e+02 7.430563289999999599e-01 2.003176298633999977e+03 2.452704651695052162e+06 7.163000000000000000e+03 3.881115008000000088e+00
3.144448911000000013e+00 6.209312719999999786e-01 7.083917485899999633e+01 2.828973710800000276e+02 1.713513238959999967e+02 9.215841280000000024e-01 2.003179206362000059e+03 2.452705713720276952e+06 7.164000000000000000e+03 4.972891941000000315e+00
3.154767672000000189e+00 6.221588529999999562e-01 7.079745176900000558e+01 2.829003904940000211e+02 1.714213882059999889e+02 6.274717600000000173e-02 2.003165908366999929e+03 2.452700856731274165e+06 7.165000000000000000e+03 3.656089690000000059e-01
3.129248747000000108e+00 6.190794189999999642e-01 7.075439548999999317e+01 2.829065889969999716e+02 1.713577419640000130e+02 1.612137750000000036e-01 2.003167410672999949e+03 2.452701405436931178e+06 7.166000000000000000e+03 8.324239869999999764e-01
3.119191772000000196e+00 6.178437770000000384e-01 7.085683226400000478e+01 2.828959331429999793e+02 1.714269222560000117e+02 8.750033240000000268e-01 2.003178321891999985e+03 2.452705390674325172e+06 7.167000000000000000e+03 4.732577251999999568e+00
3.154957803999999921e+00 6.221818879999999607e-01 7.079938811099999896e+01 2.829000292939999781e+02 1.714097428560000083e+02 1.095848165000000041e+00 2.003181990753000036e+03 2.452706730697166175e+06 7.168000000000000000e+03 6.011343461000000055e+00
3.128326082000000063e+00 6.189652100000000434e-01 7.081605559300000152e+01 2.828974668500000007e+02 1.715355053149999947e+02 3.599981344810000223e+02 1.997631643977000067e+03 2.450679509836878162e+06 7.169000000000000000e+03 1.245807139999999952e-01
3.146865993000000028e+00 6.212111160000000076e-01 7.077550008999999420e+01 2.829036355040000217e+02 1.713752513800000088e+02 1.185678220000000033e-01 2.003166770320000069e+03 2.452701171552767977e+06 7.170000000000000000e+03 6.240132139999999827e-01
3.129342628999999931e+00 6.190909639999999658e-01 7.075434978500000227e+01 2.829065402329999870e+02 1.713577059430000133e+02 1.731187469999999895e-01 2.003167593857999918e+03 2.452701472343468107e+06 7.171000000000000000e+03 8.968450650000000524e-01
3.112641904000000181e+00 6.170704750000000072e-01 7.081596606799999449e+01 2.828988279320000174e+02 1.712768451439999922e+02 8.872836010000000329e-01 2.003178467072000103e+03 2.452705443700143136e+06 7.172000000000000000e+03 4.633837647000000004e+00
3.109724206000000102e+00 6.166864770000000107e-01 7.076213953699999593e+01 2.829054725820000158e+02 1.713915158620000057e+02 1.559091300000000069e-01 2.003167306700999916e+03 2.452701367461652029e+06 7.173000000000000000e+03 8.286154359999999830e-01
3.118695007999999991e+00 6.177820480000000281e-01 7.085623874200000216e+01 2.828967798990000233e+02 1.714255550469999889e+02 1.019151593999999994e+00 2.003180524074999994e+03 2.452706195004502777e+06 7.174000000000000000e+03 5.503813315999999567e+00
3.127600010000000097e+00 6.188743039999999862e-01 7.082955259800000647e+01 2.828956531829999790e+02 1.714994336029999999e+02 1.095620439999999973e-01 2.003166615087000082e+03 2.452701114855216816e+06 7.175000000000000000e+03 6.904643129999999962e-01
3.120055992999999805e+00 6.179538519999999702e-01 7.085431416199999433e+01 2.828927167979999808e+02 1.714300148110000066e+02 2.511547199999999980e-01 2.003168776701000070e+03 2.452701904367765877e+06 7.176000000000000000e+03 1.380380055999999911e+00
3.138606285999999912e+00 6.202211600000000491e-01 7.074161235799999758e+01 2.829029436920000080e+02 1.713735919210000134e+02 1.086389877000000004e+00 2.003181712209999887e+03 2.452706628961545881e+06 7.177000000000000000e+03 5.875058958000000331e+00
3.118343889000000146e+00 6.177428640000000026e-01 7.084251064999999414e+01 2.828943880420000028e+02 1.714460579299999949e+02 2.689987420000000129e-01 2.003169046492999996e+03 2.452702002907273825e+06 7.178000000000000000e+03 1.491773422000000071e+00
3.136231642999999902e+00 6.199290050000000329e-01 7.074807306600000345e+01 2.829029763529999855e+02 1.713893915669999899e+02 1.015987957999999969e+00 2.003180606964999924e+03 2.452706225279395934e+06 7.179000000000000000e+03 5.502590104000000260e+00
3.120223145999999836e+00 6.179711369999999482e-01 7.085406851499999448e+01 2.828968144230000235e+02 1.714186634270000127e+02 1.002941725999999978e+00 2.003180287353000040e+03 2.452706108543687966e+06 7.180000000000000000e+03 5.414289359999999718e+00
3.148716208000000183e+00 6.214284490000000494e-01 7.083185979099999940e+01 2.828959767860000056e+02 1.714619755129999987e+02 3.178444040000000248e-01 2.003169864881999956e+03 2.452702301817392930e+06 7.181000000000000000e+03 1.798016135999999987e+00
3.146519211000000205e+00 6.211691999999999769e-01 7.077595494999999914e+01 2.829037028230000033e+02 1.713654052560000025e+02 6.594384899999999883e-02 2.003165954101999887e+03 2.452700873435671907e+06 7.182000000000000000e+03 3.267197720000000194e-01
3.152959345999999830e+00 6.219453329999999891e-01 7.080795378199999845e+01 2.828988558830000102e+02 1.713296604470000091e+02 1.705510329999999908e-01 2.003167584116999933e+03 2.452701468785961159e+06 7.183000000000000000e+03 8.636691149999999872e-01
3.131408936999999781e+00 6.193308520000000428e-01 7.078301465600000597e+01 2.829022524439999984e+02 1.715598277679999910e+02 2.403051680000000134e-01 2.003168630699000005e+03 2.452701851041586138e+06 7.184000000000000000e+03 1.462478342000000042e+00
3.145290284000000103e+00 6.210181820000000297e-01 7.083959293300000581e+01 2.828975124649999771e+02 1.714168835140000056e+02 9.515946800000000261e-01 2.003179677120999941e+03 2.452705885661227163e+06 7.185000000000000000e+03 5.203631054999999783e+00
3.115154006000000031e+00 6.173522949999999954e-01 7.081699657900000489e+01 2.828974563680000074e+02 1.714929569280000123e+02 8.611035300000000059e-02 2.003166246862999969e+03 2.452700980364139192e+06 7.186000000000000000e+03 5.547737990000000119e-01
3.129293323000000182e+00 6.190880170000000460e-01 7.083478811000000519e+01 2.828950509069999839e+02 1.712958972780000124e+02 1.944117830000000047e-01 2.003167921227000079e+03 2.452701591912704986e+06 7.187000000000000000e+03 9.464805389999999541e-01
3.113226517000000193e+00 6.171204099999999526e-01 7.076338050699999371e+01 2.829049558629999979e+02 1.713482306409999865e+02 2.549721970000000115e-01 2.003168822334999959e+03 2.452701921035192907e+06 7.188000000000000000e+03 1.318344189999999916e+00
3.149382607999999806e+00 6.215145399999999487e-01 7.078257449699999881e+01 2.829022819339999728e+02 1.713805608060000054e+02 2.870196709999999762e-01 2.003169387870000037e+03 2.452702127592673060e+06 7.189000000000000000e+03 1.550794707000000106e+00
3.138702555000000061e+00 6.202311910000000150e-01 7.074506012000000510e+01 2.829036721140000168e+02 1.713749927789999958e+02 9.226408889999999641e-01 2.003179183574000035e+03 2.452705705397089943e+06 7.190000000000000000e+03 4.989434103999999870e+00
3.136821605999999818e+00 6.199991070000000493e-01 7.075006610600000556e+01 2.829071158130000185e+02 1.713605652859999964e+02 1.793953640000000016e-01 2.003167700274000026e+03 2.452701511211206205e+06 7.191000000000000000e+03 9.376188680000000497e-01
3.100494498000000210e+00 6.155444359999999726e-01 7.078664685699999382e+01 2.829008489440000176e+02 1.713940696459999913e+02 9.706238990000000122e-01 2.003179651825000064e+03 2.452705876422057860e+06 7.192000000000000000e+03 5.164365046000000348e+00
3.133550630999999864e+00 6.196211670000000282e-01 7.076772880699999746e+01 2.829018889170000080e+02 1.713173932679999893e+02 1.018517576000000036e+00 2.003180625848000091e+03 2.452706232176155783e+06 7.193000000000000000e+03 5.436713216000000237e+00
3.113647215999999940e+00 6.171446470000000462e-01 7.081149295199999472e+01 2.828994535769999743e+02 1.714867435189999867e+02 1.108501152000000101e+00 2.003181849910999972e+03 2.452706679255905095e+06 7.194000000000000000e+03 6.028990881000000357e+00
3.156274220999999880e+00 6.223390570000000288e-01 7.082584910600000683e+01 2.828965061260000198e+02 1.714115037079999979e+02 2.394951760000000041e-01 2.003168662227999903e+03 2.452701862557344139e+06 7.195000000000000000e+03 1.324627423999999998e+00
3.137102760999999962e+00 6.200337240000000083e-01 7.074657011899999759e+01 2.829069862179999859e+02 1.713677354170000058e+02 2.931466090000000024e-01 2.003169456401999923e+03 2.452702152623477858e+06 7.196000000000000000e+03 1.562928638999999897e+00
3.106837767000000028e+00 6.163232929999999943e-01 7.076479661800000542e+01 2.829027164039999889e+02 1.714279208190000077e+02 8.239128669999999932e-01 2.003177465219999931e+03 2.452705077781660017e+06 7.197000000000000000e+03 4.433054884999999778e+00
3.131184253999999889e+00 6.192953839999999488e-01 7.075940969200000552e+01 2.829018649280000091e+02 1.714669281779999892e+02 1.118126549000000081e+00 2.003182141193999996e+03 2.452706785644604824e+06 7.198000000000000000e+03 6.116135129999999975e+00
3.144553498000000058e+00 6.209586480000000019e-01 7.080103483499999584e+01 2.828999356580000040e+02 1.712907717100000013e+02 9.814841880000000351e-01 2.003180134931000111e+03 2.452706052872669883e+06 7.199000000000000000e+03 5.239544099999999816e+00
3.124482792999999869e+00 6.184829720000000197e-01 7.084458846399999743e+01 2.828978993919999994e+02 1.714509914809999884e+02 1.113240381000000001e+00 2.003182011010999986e+03 2.452706738096422981e+06 7.200000000000000000e+03 6.051869982999999564e+00
3.119311129000000182e+00 6.178472080000000366e-01 7.083059709699999473e+01 2.828980626410000241e+02 1.714725956439999948e+02 9.491955760000000408e-01 2.003179458093999983e+03 2.452705805663149804e+06 7.201000000000000000e+03 5.177358635000000042e+00
3.130338395999999968e+00 6.192102419999999663e-01 7.075194164799999896e+01 2.829062153119999721e+02 1.714016506380000067e+02 3.019557580000000185e-01 2.003169577306000065e+03 2.452702196782492101e+06 7.202000000000000000e+03 1.638712949000000085e+00
3.138680434999999935e+00 6.202280599999999700e-01 7.074402881899999329e+01 2.829043478730000061e+02 1.713731841590000045e+02 8.153460759999999752e-01 2.003177526073000081e+03 2.452705100007731002e+06 7.203000000000000000e+03 4.405742875999999697e+00
3.153463996000000158e+00 6.220080900000000135e-01 7.081919739800000002e+01 2.828974590830000011e+02 1.713263889300000073e+02 2.826533640000000180e-01 2.003169328614000051e+03 2.452702105949556921e+06 7.204000000000000000e+03 1.474428599999999978e+00
3.139021626999999981e+00 6.202668700000000257e-01 7.074094820700000241e+01 2.829068730600000094e+02 1.713700547439999866e+02 4.334569589999999750e-01 2.003171628239000029e+03 2.452702945869984105e+06 7.205000000000000000e+03 2.329688124000000027e+00
3.126972617999999926e+00 6.187938219999999934e-01 7.082768637499999897e+01 2.828963731919999987e+02 1.715035484519999898e+02 2.671907299999999874e-01 2.003169035811999947e+03 2.452701999006206170e+06 7.206000000000000000e+03 1.546605621999999958e+00
3.116796977999999996e+00 6.175605180000000027e-01 7.084057718100000045e+01 2.828976980279999793e+02 1.713788516589999915e+02 1.034128919999999896e+00 2.003180738777999977e+03 2.452706273423037026e+06 7.207000000000000000e+03 5.532546729999999968e+00
3.113386317999999875e+00 6.171385529999999786e-01 7.082430964399999596e+01 2.828962754770000174e+02 1.713224140190000071e+02 8.283099800000000290e-02 2.003166195698999900e+03 2.452700961677102838e+06 7.208000000000000000e+03 3.658219030000000038e-01
3.118961203000000015e+00 6.178206000000000531e-01 7.075778386400000386e+01 2.829064164459999802e+02 1.714454932890000123e+02 7.174968700000000643e-02 2.003166029536999986e+03 2.452700900987556204e+06 7.209000000000000000e+03 4.338674820000000265e-01
3.133233473000000213e+00 6.195562980000000053e-01 7.078136057400000425e+01 2.829026468590000150e+02 1.715533830299999920e+02 1.490936870000000025e-01 2.003167228682000086e+03 2.452701338965915143e+06 7.210000000000000000e+03 9.628109190000000428e-01
3.140765039000000147e+00 6.204943899999999513e-01 7.077637632600000472e+01 2.829012928359999819e+02 1.713251809449999996e+02 1.051160327000000061e+00 2.003181184802999951e+03 2.452706436330325902e+06 7.211000000000000000e+03 5.641884673999999933e+00
3.113984798999999803e+00 6.172169159999999488e-01 7.076101043299999560e+01 2.829033515739999984e+02 1.713603914500000087e+02 7.451033179999999589e-01 2.003176305486000047e+03 2.452704654197654221e+06 7.212000000000000000e+03 3.960043241999999797e+00
3.156057720999999816e+00 6.223152840000000241e-01 7.080523199600000339e+01 2.828996505690000163e+02 1.714008013540000093e+02 9.102609889999999648e-01 2.003179109125999958e+03 2.452705678205272183e+06 7.213000000000000000e+03 4.990887207000000103e+00
3.153595987000000100e+00 6.220149280000000225e-01 7.079318946600000118e+01 2.829003357450000067e+02 1.714235956310000120e+02 1.080010375000000078e+00 2.003181733320999911e+03 2.452706636672333814e+06 7.214000000000000000e+03 5.934586462000000395e+00
3.116461528999999953e+00 6.175111730000000243e-01 7.082506457499999897e+01 2.828965161329999773e+02 1.714783737109999890e+02 1.940962830000000083e-01 2.003167898035999997e+03 2.452701583442328963e+06 7.215000000000000000e+03 1.120733380999999973e+00
3.118372189000000017e+00 6.177866060000000159e-01 7.081220884399999704e+01 2.828992532469999901e+02 1.712409049860000039e+02 1.014264757000000072e+00 2.003180446900000106e+03 2.452706166816946119e+06 7.216000000000000000e+03 5.293867505999999779e+00
3.147513501000000158e+00 6.212909709999999697e-01 7.083795878200000118e+01 2.828949460989999807e+02 1.713625763249999920e+02 2.692457580000000017e-01 2.003169108196000025e+03 2.452702025443749037e+06 7.217000000000000000e+03 1.431819745000000088e+00
3.106191008999999781e+00 6.162477210000000261e-01 7.076572055200000477e+01 2.829045516919999841e+02 1.714361235330000000e+02 2.648946950000000133e-01 2.003168960049999896e+03 2.452701971334522124e+06 7.218000000000000000e+03 1.454123204999999919e+00
3.156652987999999826e+00 6.223842080000000498e-01 7.082380045700000437e+01 2.828965552760000151e+02 1.714204869630000019e+02 1.450907009999999886e-01 2.003167192118999992e+03 2.452701325611568987e+06 7.219000000000000000e+03 8.157533759999999745e-01
3.112165996999999962e+00 6.169897020000000287e-01 7.082790754900000252e+01 2.828963125799999716e+02 1.713596295069999940e+02 2.848103690000000077e-01 2.003169275420000076e+03 2.452702086521098856e+06 7.220000000000000000e+03 1.486175350999999978e+00
3.123593209000000037e+00 6.183843479999999726e-01 7.085109528899999987e+01 2.828972574229999850e+02 1.714144143169999950e+02 1.054574888000000099e+00 2.003181104056000095e+03 2.452706406837949995e+06 7.221000000000000000e+03 5.697255438000000005e+00
3.122002327000000133e+00 6.181871679999999536e-01 7.083457004400000301e+01 2.828957745069999987e+02 1.714754874660000041e+02 3.598451919999999804e-01 2.003170445843999914e+03 2.452702514009262901e+06 7.222000000000000000e+03 2.014050650000000164e+00
3.121839506999999792e+00 6.181756409999999979e-01 7.084576395000000559e+01 2.828944655369999737e+02 1.713815692109999986e+02 3.901232579999999728e-01 2.003170909350000102e+03 2.452702683301065117e+06 7.223000000000000000e+03 2.082777537000000123e+00
3.116801778000000134e+00 6.175849340000000298e-01 7.082620891099999483e+01 2.828987379949999763e+02 1.712912662729999909e+02 1.136813730000000078e+00 2.003182308400000011e+03 2.452706846715203021e+06 7.224000000000000000e+03 5.995946497000000264e+00
3.110351198000000039e+00 6.167699420000000154e-01 7.082539328500000408e+01 2.828984998220000193e+02 1.713679395789999944e+02 1.015925618999999891e+00 2.003180412384999954e+03 2.452706154210621957e+06 7.225000000000000000e+03 5.406192911999999851e+00
3.103027030999999880e+00 6.158657960000000209e-01 7.080345173599999953e+01 2.828998297439999874e+02 1.713650339140000085e+02 1.119306187999999924e+00 2.003181927493000103e+03 2.452706707592063118e+06 7.226000000000000000e+03 5.932967822000000169e+00
3.140070415999999920e+00 6.203751549999999559e-01 7.080056442699999764e+01 2.828999340139999958e+02 1.715595868229999894e+02 3.933346839999999900e-01 2.003171011426999939e+03 2.452702720584225841e+06 7.227000000000000000e+03 2.299796606000000132e+00
3.144290006999999942e+00 6.209318799999999916e-01 7.082656617400000698e+01 2.828986798330000170e+02 1.712857906250000042e+02 1.106451139000000028e+00 2.003182068523999988e+03 2.452706759102440905e+06 7.228000000000000000e+03 5.912682266000000020e+00
3.153784342999999879e+00 6.220447919999999575e-01 7.082460188700000003e+01 2.828965765940000097e+02 1.713351489389999927e+02 2.150039900000000059e-01 2.003168276771999899e+03 2.452701721772753168e+06 7.229000000000000000e+03 1.112427108000000109e+00
3.118239480000000174e+00 6.177342799999999690e-01 7.084530621700000097e+01 2.828973663570000099e+02 1.713922102129999985e+02 1.016801859999999946e+00 2.003180484716999899e+03 2.452706180629394948e+06 7.230000000000000000e+03 5.456954629000000168e+00
3.140415524999999874e+00 6.204353320000000060e-01 7.076394084999999734e+01 2.829049209710000241e+02 1.713475629920000074e+02 2.404280669999999953e-01 2.003168648568999970e+03 2.452701857568539213e+06 7.231000000000000000e+03 1.257892824000000020e+00
3.139796614000000208e+00 6.203463780000000316e-01 7.081251742400000637e+01 2.828984253759999774e+02 1.715461501899999917e+02 3.085881280000000171e-01 2.003169700879999937e+03 2.452702241916831117e+06 7.232000000000000000e+03 1.824646165000000098e+00
3.138971843999999844e+00 6.202580399999999550e-01 7.074310203299999955e+01 2.829089433969999732e+02 1.713690283960000045e+02 3.449014799999999825e-02 2.003165464502000077e+03 2.452700694613120984e+06 7.233000000000000000e+03 1.595827780000000085e-01
3.147414872000000141e+00 6.212497820000000281e-01 7.078886245299999302e+01 2.829006899770000132e+02 1.715220931190000044e+02 9.400204760000000492e-01 2.003179512533999969e+03 2.452705825547082815e+06 7.234000000000000000e+03 5.251974308000000313e+00
3.145946458000000057e+00 6.210987479999999783e-01 7.077343938799999989e+01 2.829039427899999737e+02 1.714357569080000019e+02 1.069908080000000067e-01 2.003166590066000026e+03 2.452701105716472957e+06 7.235000000000000000e+03 6.211129659999999886e-01
3.134519598999999879e+00 6.196772569999999813e-01 7.078730614100000196e+01 2.829006697469999949e+02 1.715657409629999961e+02 1.029938033000000086e+00 2.003180809185000044e+03 2.452706299138839822e+06 7.236000000000000000e+03 5.747718626000000164e+00
3.118931100000000178e+00 6.178159119999999671e-01 7.085449403500000187e+01 2.828926960779999717e+02 1.714323302930000068e+02 2.514885989999999794e-01 2.003168779730000097e+03 2.452701905474268831e+06 7.237000000000000000e+03 1.383695949000000036e+00
3.156465906000000210e+00 6.223635410000000201e-01 7.082463636200000678e+01 2.828966679440000007e+02 1.713849418089999972e+02 2.434829709999999925e-01 2.003168724690000090e+03 2.452701885371256154e+06 7.238000000000000000e+03 1.320139391999999967e+00
3.109180713000000207e+00 6.166273209999999505e-01 7.080418628399999648e+01 2.828994411950000085e+02 1.712760688449999975e+02 2.873700860000000246e-01 2.003169308154999953e+03 2.452702098477147985e+06 7.239000000000000000e+03 1.415013765000000090e+00
3.138804418999999957e+00 6.202329540000000030e-01 7.084134585099999981e+01 2.828957203479999976e+02 1.714380248630000096e+02 5.479065239999999504e-01 2.003173395517000017e+03 2.452703591354290955e+06 7.240000000000000000e+03 3.015611711000000028e+00
3.115855303000000021e+00 6.174423159999999910e-01 7.082807117400000152e+01 2.828957517759999973e+02 1.713209178029999862e+02 1.014887139999999938e-01 2.003166482265000013e+03 2.452701066343078855e+06 7.241000000000000000e+03 4.650053490000000123e-01
3.110690662000000106e+00 6.168128379999999744e-01 7.077251939900000366e+01 2.829034557699999937e+02 1.713072723619999920e+02 3.582377669999999847e-01 2.003170391404999918e+03 2.452702494125714991e+06 7.242000000000000000e+03 1.828504958999999985e+00
3.127761334000000115e+00 6.188941140000000507e-01 7.075695945799999720e+01 2.829059327599999847e+02 1.714492551719999938e+02 2.097004680000000010e-01 2.003168153960999916e+03 2.452701676916729193e+06 7.243000000000000000e+03 1.185222473000000054e+00
3.116408902999999952e+00 6.175098190000000153e-01 7.077317809299999851e+01 2.829041764290000174e+02 1.712936464539999974e+02 6.343149500000000440e-02 2.003165901066000060e+03 2.452700854064617772e+06 7.244000000000000000e+03 2.360535609999999951e-01
3.114007743000000161e+00 6.172300769999999881e-01 7.082775935399999412e+01 2.828982175730000108e+02 1.713241788269999972e+02 9.704213029999999574e-01 2.003179745072000060e+03 2.452705910479797982e+06 7.245000000000000000e+03 5.129341765999999581e+00
3.117199315000000137e+00 6.176029779999999691e-01 7.084053658700000256e+01 2.828945208160000107e+02 1.714436906370000031e+02 2.383649999999999936e-01 2.003168575887000088e+03 2.452701831022114027e+06 7.246000000000000000e+03 1.323863997999999986e+00
3.122475640000000219e+00 6.182482360000000066e-01 7.079038310400000000e+01 2.829014398589999928e+02 1.715610072689999868e+02 7.251176800000000422e-02 2.003166043074000072e+03 2.452700905931735877e+06 7.247000000000000000e+03 5.525530699999999795e-01
3.143739802999999888e+00 6.208356010000000147e-01 7.076511173000000099e+01 2.829029087970000091e+02 1.713926436300000091e+02 7.533657249999999861e-01 2.003176596830000108e+03 2.452704760608941782e+06 7.248000000000000000e+03 4.098942176000000437e+00
3.126128376000000042e+00 6.186957220000000035e-01 7.082770847899999467e+01 2.828958176099999946e+02 1.715026338749999866e+02 7.119751000000000551e-02 2.003166024845000038e+03 2.452700899273922201e+06 7.249000000000000000e+03 4.859728629999999772e-01
3.153647358000000178e+00 6.220098040000000550e-01 7.082194779200000312e+01 2.828983477639999933e+02 1.714837742420000097e+02 8.125761999999999707e-01 2.003177573173999917e+03 2.452705117210952099e+06 7.250000000000000000e+03 4.532975707000000298e+00
3.138080738999999841e+00 6.201509579999999744e-01 7.074874877899999603e+01 2.829066204079999807e+02 1.713855412350000051e+02 3.052129709999999996e-01 2.003169644850999930e+03 2.452702221452652942e+06 7.251000000000000000e+03 1.646993700999999977e+00
3.137769218999999943e+00 6.200995540000000528e-01 7.076157392400000390e+01 2.829021987340000237e+02 1.714547188580000068e+02 1.004169553999999964e+00 2.003180436017999909e+03 2.452706162842375226e+06 7.252000000000000000e+03 5.507635253000000120e+00
3.109577305999999819e+00 6.166648980000000169e-01 7.080441436700000679e+01 2.828993656399999850e+02 1.714875194599999872e+02 1.463604709999999920e-01 2.003167161084000099e+03 2.452701314276239835e+06 7.253000000000000000e+03 8.713822030000000218e-01
3.107584698000000145e+00 6.164520989999999756e-01 7.080628293200000201e+01 2.828996872039999744e+02 1.712808277899999894e+02 1.127679883999999966e+00 2.003182092380000086e+03 2.452706767815746833e+06 7.254000000000000000e+03 5.908076065999999571e+00
3.103398980999999779e+00 6.159224559999999515e-01 7.080036302599999942e+01 2.828999768099999983e+02 1.713167494779999913e+02 9.805201559999999761e-01 2.003179822808999916e+03 2.452705938872420229e+06 7.255000000000000000e+03 5.147664172999999899e+00
3.119416830000000029e+00 6.178707279999999802e-01 7.085617060100000231e+01 2.828970836610000106e+02 1.714232242699999915e+02 1.072902637000000103e+00 2.003181352133000019e+03 2.452706497446122114e+06 7.256000000000000000e+03 5.792000522999999568e+00
3.115595946000000005e+00 6.173959589999999942e-01 7.083080275199999676e+01 2.828980936720000159e+02 1.714510109230000126e+02 9.694327719999999982e-01 2.003179741305000107e+03 2.452705909103834070e+06 7.257000000000000000e+03 5.254482160000000235e+00
3.151320091000000101e+00 6.217442669999999616e-01 7.083319465399999615e+01 2.828955265330000088e+02 1.714297086340000078e+02 2.406662250000000114e-01 2.003168671645999893e+03 2.452701865997325163e+06 7.258000000000000000e+03 1.345581212999999998e+00
3.137450815999999865e+00 6.200743579999999922e-01 7.074557175099999995e+01 2.829082151850000173e+02 1.713692541739999911e+02 9.537821000000000493e-02 2.003166404082000099e+03 2.452701037787226029e+06 7.259000000000000000e+03 4.903586079999999736e-01
3.138474357999999853e+00 6.202256390000000508e-01 7.078761491599999545e+01 2.829007288550000112e+02 1.712875536539999928e+02 1.018254492000000067e+00 2.003180658789000063e+03 2.452706244207743090e+06 7.260000000000000000e+03 5.419241515999999592e+00
3.124780991999999813e+00 6.185330390000000067e-01 7.084957295300000624e+01 2.828925984979999839e+02 1.714113043469999980e+02 1.042468079999999964e-01 2.003166531253999892e+03 2.452701084235669114e+06 7.261000000000000000e+03 5.717752950000000167e-01
3.143882583999999980e+00 6.208283510000000005e-01 7.077949596899999563e+01 2.829014167610000072e+02 1.715103054440000108e+02 8.730358889999999539e-01 2.003178450731000112e+03 2.452705437731835991e+06 7.262000000000000000e+03 4.867020410000000297e+00
3.136904681999999944e+00 6.200124529999999634e-01 7.074561497700000245e+01 2.829039187440000092e+02 1.713777769579999983e+02 8.711177949999999726e-01 2.003178376143999913e+03 2.452705410489595030e+06 7.263000000000000000e+03 4.708449220000000324e+00
3.119518537999999896e+00 6.178837790000000219e-01 7.085539949200000365e+01 2.828970447240000112e+02 1.714213225290000082e+02 1.058854737000000101e+00 2.003181137926000019e+03 2.452706419208885171e+06 7.264000000000000000e+03 5.715045584000000289e+00
3.107292492000000017e+00 6.163639220000000085e-01 7.078377550700000143e+01 2.829010296480000193e+02 1.714906933130000084e+02 9.503137270000000525e-01 2.003179391232999933e+03 2.452705781242774799e+06 7.265000000000000000e+03 5.170559864000000339e+00
