      3.157459792	      0.622477481	     70.811868889	    282.899252536	    171.426096614	      0.942529081	   2003.179621490	2452705.865342221	      1.000000000
      3.138420113	      0.620197893	     70.742833438	    282.903036234	    171.375566475	      1.059268563	   2003.181291834	2452706.475422624	      2.000000000
      3.143771580	      0.620850753	     70.779275472	    282.901663630	    171.334148380	      0.794717669	   2003.177237313	2452704.994540208	      3.000000000
      3.142034401	      0.620626986	     70.778596835	    282.903323871	    171.507485710	      0.027347966	   2003.165354782	2452700.654538738	      4.000000000
      3.116862615	      0.617557094	     70.842624508	    282.897065162	    171.430045028	      0.902660685	   2003.178729665	2452705.539610165	      5.000000000
      3.109093388	      0.616627179	     70.817246679	    282.898963637	    171.316267680	      1.015983777	   2003.180403881	2452706.151104654	      6.000000000
      3.139951640	      0.620377219	     70.831908250	    282.894957504	    171.282115071	      0.042203444	   2003.165583969	2452700.738247446	      7.000000000
      3.103257022	      0.615881373	     70.797668036	    282.900187904	    171.425381256	      0.791443641	   2003.176950483	2452704.889777828	      8.000000000
      3.108306600	      0.616510927	     70.817917373	    282.897311765	    171.422512506	      0.095814180	   2003.166390250	2452701.032735316	      9.000000000
      3.111857926	      0.616922312	     70.782201043	    282.901237716	    171.520237187	      0.881319428	   2003.178371010	2452705.408614332	     10.000000000
      3.108512622	      0.616536720	     70.762722800	    282.905747822	    171.408020880	      0.057351886	   2003.165804825	2452700.818913263	     11.000000000
      3.128211047	      0.618923513	     70.825165618	    282.898684945	    171.510612645	      1.048534237	   2003.181047091	2452706.386031881	     12.000000000
      3.145090114	      0.620978966	     70.775270814	    282.901395123	    171.477162204	      1.004262674	   2003.180491753	2452706.183199319	     13.000000000
      3.123641738	      0.618380774	     70.756749594	    282.902143748	    171.448469131	      1.089526345	   2003.181640442	2452706.602748718	     14.000000000
      3.153341544	      0.621977686	     70.792343953	    282.900393163	    171.449966980	      1.055018624	   2003.181342540	2452706.493942480	     15.000000000
      3.124889949	      0.618546659	     70.848550614	    282.892877644	    171.399267700	      0.132078995	   2003.166958422	2452701.240255721	     16.000000000
      3.129788166	      0.619107014	     70.799507236	    282.900031700	    171.563606411	      0.917155933	   2003.179038536	2452705.652423142	     17.000000000
      3.119184552	      0.617843286	     70.849635178	    282.895280659	    171.435725242	      0.637984564	   2003.174694747	2452704.065888046	     18.000000000
      3.153727069	      0.622043692	     70.829578244	    282.897997887	    171.366170735	      0.908767002	   2003.179070181	2452705.663980977	     19.000000000
      3.112847654	      0.617076286	     70.831503138	    282.897841054	    171.371298997	      0.918717968	   2003.178947989	2452705.619351338	     20.000000000
      3.114653967	      0.617326253	     70.790795665	    282.900615526	    171.247913192	      0.957459845	   2003.179551766	2452705.839876361	     21.000000000
      3.110380358	      0.616780908	     70.804970100	    282.899419616	    171.267308520	      0.455258375	   2003.171869012	2452703.033810441	     22.000000000
      3.138998896	      0.620263138	     70.746559864	    282.906773829	    171.373101938	      0.331090203	   2003.170046698	2452702.368224230	     23.000000000
      3.103949709	      0.615986386	     70.805336866	    282.899663080	    171.335503756	      0.984328436	   2003.179884624	2452705.961450122	     24.000000000
      3.138052517	      0.620139820	     70.784756585	    282.902125304	    171.548734023	      0.174801975	   2003.167630972	2452701.485899332	     25.000000000
      3.132116676	      0.619466240	     70.800207490	    282.899988630	    171.245281634	      1.069861403	   2003.181405682	2452706.517004605	     26.000000000
      3.150894681	      0.621716749	     70.812290842	    282.899305770	    171.318559466	      1.029518577	   2003.180927249	2452706.342260854	     27.000000000
      3.119217325	      0.617846988	     70.855531293	    282.895659540	    171.429128980	      0.808390040	   2003.177302657	2452705.018406832	     28.000000000
      3.143613513	      0.620829713	     70.840181623	    282.897632104	    171.359182149	      1.001656836	   2003.180440450	2452706.164461193	     29.000000000
      3.121078165	      0.618079685	     70.755586313	    282.906026087	    171.415023219	      0.238116083	   2003.168578879	2452701.832114712	     30.000000000
      3.134973339	      0.619775427	     70.805381961	    282.899158188	    171.241507613	      0.065564515	   2003.165942631	2452700.869245795	     31.000000000
      3.156775289	      0.622400049	     70.809164670	    282.898721159	    171.390453948	      0.200838998	   2003.168060835	2452701.642903271	     32.000000000
      3.106189047	      0.616262782	     70.800532828	    282.899940899	    171.289436308	      0.510722651	   2003.172698466	2452703.336761812	     33.000000000
      3.118330053	      0.617743137	     70.837119315	    282.894347433	    171.458834261	      0.066438501	   2003.165947960	2452700.871192229	     34.000000000
      3.116298443	      0.617479970	     70.760871334	    282.902916765	    171.469545722	      0.838435645	   2003.177744447	2452705.179766922	     35.000000000
      3.104688674	      0.616067474	     70.771370185	    282.903866684	    171.348736685	      0.258765122	   2003.168863980	2452701.936245732	     36.000000000
      3.127266982	      0.618833088	     70.789612608	    282.901556747	    171.566526938	      0.069868183	   2003.166005021	2452700.892033170	     37.000000000
      3.125818000	      0.618696752	     70.802207762	    282.899849847	    171.233251582	      0.943256206	   2003.179412390	2452705.788970311	     38.000000000
      3.143593068	      0.620816890	     70.764617185	    282.902344276	    171.400040825	      0.921524992	   2003.179199619	2452705.711257436	     39.000000000
      3.139965577	      0.620379439	     70.754281092	    282.906448636	    171.367106126	      0.192116495	   2003.167901057	2452701.584545838	     40.000000000
      3.123925390	      0.618428423	     70.850158828	    282.892672178	    171.413317183	      0.135515921	   2003.167010199	2452701.259166835	     41.000000000
      3.124503680	      0.618496830	     70.849266034	    282.893849986	    171.432788708	      0.341539676	   2003.170171626	2452702.413853318	     42.000000000
      3.150258264	      0.621619703	     70.831208563	    282.895215438	    171.323830544	      0.080065555	   2003.166175267	2452700.954214384	     43.000000000
