X Y Z velX velY velZ R year
-3.114005257384714898e-01 -3.770239390367474464e+00 -1.581931907076596699e+00 3.224155001307208498e-03 -6.319873222836129914e-03 4.119458301664617218e-03 4.100510200784251325e+00 2.680230000000000018e+03
-3.081757024498639752e-01 -3.776551176634911133e+00 -1.577809059708450423e+00 3.225488633023756123e-03 -6.303702636994127154e-03 4.126230209229448699e-03 4.104484435616861049e+00 2.680233000000000175e+03
-3.049495543424891597e-01 -3.782846802288951871e+00 -1.573679459079863729e+00 3.226804654541829374e-03 -6.287551993613934784e-03 4.132964851583702248e-03 4.108453626391725955e+00 2.680235000000000127e+03
-3.017220989795757480e-01 -3.789126287264739545e+00 -1.569543142369101529e+00 3.228103159686626297e-03 -6.271421278036059567e-03 4.139662402455493960e-03 4.112417770802376360e+00 2.680237999999999829e+03
-2.984933538307820156e-01 -3.795389651482688365e+00 -1.565400146581207519e+00 3.229384241810817971e-03 -6.255310475450654578e-03 4.146323034525032508e-03 4.116376866587836858e+00 2.680240999999999985e+03
-2.952633362726420629e-01 -3.801636914848324000e+00 -1.561250508549090865e+00 3.230647993847823602e-03 -6.239219570906432213e-03 4.152946919426343461e-03 4.120330911532365192e+00 2.680244000000000142e+03
-2.920320635889199767e-01 -3.807868097252153472e+00 -1.557094264934538286e+00 3.231894508373018074e-03 -6.223148549311335528e-03 4.159534227749010077e-03 4.124279903465181363e+00 2.680246000000000095e+03
-2.887995529709643794e-01 -3.814083218569517708e+00 -1.552931452229260767e+00 3.233123877672500722e-03 -6.207097395422130764e-03 4.166085129040052008e-03 4.128223840260205613e+00 2.680248999999999796e+03
-2.855658215179610049e-01 -3.820282298660426346e+00 -1.548762106755957602e+00 3.234336193818441747e-03 -6.191066093819188806e-03 4.172599791806342641e-03 4.132162719835772435e+00 2.680251999999999953e+03
-2.823308862370674244e-01 -3.826465357369374320e+00 -1.544586264669320474e+00 3.235531548748757629e-03 -6.175054628862296571e-03 4.179078383518276298e-03 4.136096540154311718e+00 2.680255000000000109e+03
-2.790947640435705313e-01 -3.832632414525062980e+00 -1.540403961957110601e+00 3.236710034346934432e-03 -6.159062984623624691e-03 4.185521070615108585e-03 4.140025299221964161e+00 2.680257000000000062e+03
-2.758574717608462956e-01 -3.838783489940096771e+00 -1.536215234441145050e+00 3.237871742516484300e-03 -6.143091144793721980e-03 4.191928018513120004e-03 4.143948995088141629e+00 2.680260000000000218e+03
-2.726190261203498277e-01 -3.844918603410525382e+00 -1.532020117778336354e+00 3.239016765241539784e-03 -6.127139092558373488e-03 4.198299391617273287e-03 4.147867625844959605e+00 2.680262999999999920e+03
-2.693794437614822068e-01 -3.851037774715263762e+00 -1.527818647461695045e+00 3.240145194623425279e-03 -6.111206810445773963e-03 4.204635353337485976e-03 4.151781189626546187e+00 2.680264999999999873e+03
-2.661387412314811796e-01 -3.857141023615363373e+00 -1.523610858821301983e+00 3.241257122880873004e-03 -6.095294280147454946e-03 4.210936066110322271e-03 4.155689684608203649e+00 2.680268000000000029e+03
-2.628969349853401138e-01 -3.863228369853062283e+00 -1.519396787025284468e+00 3.242352642301132414e-03 -6.079401482321127384e-03 4.217201691426484059e-03 4.159593109005373712e+00 2.680271000000000186e+03
-2.596540413857425511e-01 -3.869299833150653178e+00 -1.515176467080733058e+00 3.243431845130618878e-03 -6.063528396389239461e-03 4.223432389864151433e-03 4.163491461072410083e+00 2.680273999999999887e+03
-2.564100767032564954e-01 -3.875355433209157319e+00 -1.510949933834606851e+00 3.244494823397313984e-03 -6.047675000353367261e-03 4.229628321127025178e-03 4.167384739101192004e+00 2.680275999999999840e+03
-2.531650571166016994e-01 -3.881395189706822180e+00 -1.506717221974569920e+00 3.245541668664991223e-03 -6.031841270648805042e-03 4.235789644085237622e-03 4.171272941419546854e+00 2.680278999999999996e+03
-2.499189987133150770e-01 -3.887419122297512519e+00 -1.502478366029832646e+00 3.246572471728357417e-03 -6.016027182066105428e-03 4.241916516815916541e-03 4.175156066389602572e+00 2.680282000000000153e+03
-2.466719174906407408e-01 -3.893427250609065471e+00 -1.498233400371900892e+00 3.247587322270388023e-03 -6.000232707763158285e-03 4.248009096639725375e-03 4.179034112406085910e+00 2.680284999999999854e+03
-2.434238293568504463e-01 -3.899419594241696707e+00 -1.493982359215319633e+00 3.248586308513034052e-03 -5.984457819383747802e-03 4.254067540149134019e-03 4.182907077894679304e+00 2.680286999999999807e+03
-2.401747501328772849e-01 -3.905396172766604224e+00 -1.489725276618405037e+00 3.249569516899756400e-03 -5.968702487285027641e-03 4.260092003224763384e-03 4.186774961310581133e+00 2.680289999999999964e+03
-2.369246955541773336e-01 -3.911357005724829250e+00 -1.485462186483951896e+00 3.250537031848883731e-03 -5.952966680860417165e-03 4.266082641037470535e-03 4.190637761137297801e+00 2.680293000000000120e+03
-2.336736812728809620e-01 -3.917302112626490196e+00 -1.481193122559925301e+00 3.251488935609476039e-03 -5.937250368928954913e-03 4.272039608035680877e-03 4.194495475885795521e+00 2.680295999999999822e+03
-2.304217228599766687e-01 -3.923231512950400734e+00 -1.476918118440244232e+00 3.252425308238232442e-03 -5.921553520150802177e-03 4.277963057919560719e-03 4.198348104094028699e+00 2.680297999999999774e+03
-2.271688358074410719e-01 -3.929145226144136860e+00 -1.472637207565477890e+00 3.253346227698124954e-03 -5.905876103424630846e-03 4.283853143605810196e-03 4.202195644326858215e+00 2.680300999999999931e+03
-2.239150355302634010e-01 -3.935043271624421024e+00 -1.468350423223718337e+00 3.254251770062204646e-03 -5.890218088227379412e-03 4.289710017187538249e-03 4.206038095176316993e+00 2.680304000000000087e+03
-2.206603373681854108e-01 -3.940925668777857993e+00 -1.464057798551386291e+00 3.255142009793108530e-03 -5.874579444867506980e-03 4.295533829894546130e-03 4.209875455262160671e+00 2.680306000000000040e+03
-2.174047565871558285e-01 -3.946792436961851447e+00 -1.459759366534104652e+00 3.256017020062101659e-03 -5.858960144638139869e-03 4.301324732058247821e-03 4.213707723232597679e+00 2.680309000000000196e+03
-2.141483083804663345e-01 -3.952643595505610730e+00 -1.455455160007636195e+00 3.256876873072118636e-03 -5.843360159871382326e-03 4.307082873084301308e-03 4.217534897765114366e+00 2.680311999999999898e+03
-2.108910078695813151e-01 -3.958479163711187354e+00 -1.451145211658812384e+00 3.257721640355313794e-03 -5.827779463906695989e-03 4.312808401434622962e-03 4.221356977567304547e+00 2.680315000000000055e+03
-2.076328701046264713e-01 -3.964299160854430681e+00 -1.446829554026480835e+00 3.258551393025073580e-03 -5.812218030993721550e-03 4.318501464618850101e-03 4.225173961377625353e+00 2.680317000000000007e+03
-2.043739100647738727e-01 -3.970103606185855671e+00 -1.442508219502439903e+00 3.259366201971856860e-03 -5.796675836152433148e-03 4.324162209194397366e-03 4.228985847966058031e+00 2.680320000000000164e+03
-2.011141426583184788e-01 -3.975892518931302355e+00 -1.438181240332409461e+00 3.260166138001710425e-03 -5.781152855012012051e-03 4.329790780773300207e-03 4.232792636134583120e+00 2.680322999999999865e+03
-1.978535827228044275e-01 -3.981665918292469630e+00 -1.433848648616984134e+00 3.260951271921434802e-03 -5.765649063646158951e-03 4.335387324034134168e-03 4.236594324717533944e+00 2.680326000000000022e+03
-1.945922450248971647e-01 -3.987423823447304727e+00 -1.429510476312518596e+00 3.261721674579396660e-03 -5.750164438417477986e-03 4.340951982737211064e-03 4.240390912581786687e+00 2.680327999999999975e+03
-1.913301442604323499e-01 -3.993166253550188838e+00 -1.425166755232067040e+00 3.262477416871213936e-03 -5.734698955839473422e-03 4.346484899741348551e-03 4.244182398626792363e+00 2.680331000000000131e+03
-1.880672950543039457e-01 -3.998893227732050359e+00 -1.420817517046267353e+00 3.263218569720616191e-03 -5.719252592459727301e-03 4.351986217021128894e-03 4.247968781784515535e+00 2.680333999999999833e+03
-1.848037119605001888e-01 -4.004604765100334696e+00 -1.416462793284223975e+00 3.263945204043729696e-03 -5.703825324765677066e-03 4.357456075683724915e-03 4.251750061019254012e+00 2.680335999999999785e+03
-1.815394094621052556e-01 -4.010300884738929206e+00 -1.412102615334346778e+00 3.264657390704074798e-03 -5.688417129111628806e-03 4.362894615984802202e-03 4.255526235327399043e+00 2.680338999999999942e+03
-1.782744019713866368e-01 -4.015981605707966473e+00 -1.407737014445219703e+00 3.265355200463632840e-03 -5.673027981665041547e-03 4.368301977343095992e-03 4.259297303737100471e+00 2.680342000000000098e+03
-1.750087038299370235e-01 -4.021646947043647558e+00 -1.403366021726432766e+00 3.266038703933739178e-03 -5.657657858369007781e-03 4.373678298353637570e-03 4.263063265307940775e+00 2.680344999999999800e+03
-1.717423293088128911e-01 -4.027296927757988421e+00 -1.398989668149364762e+00 3.266707971528560930e-03 -5.642306734918107851e-03 4.379023716799666614e-03 4.266824119130529169e+00 2.680347000000000207e+03
-1.684752926087784153e-01 -4.032931566838579229e+00 -1.394607984548016155e+00 3.267363073422457475e-03 -5.626974586744907733e-03 4.384338369663193062e-03 4.270579864326128572e+00 2.680349999999999909e+03
-1.652076078605680121e-01 -4.038550883248295698e+00 -1.390221001619825980e+00 3.268004079512188634e-03 -5.611661389014633433e-03 4.389622393134414054e-03 4.274330500046227499e+00 2.680353000000000065e+03
-1.619392891251544286e-01 -4.044154895925055726e+00 -1.385828749926402370e+00 3.268631059384159189e-03 -5.596367116625805896e-03 4.394875922620250508e-03 4.278076025472143940e+00 2.680356000000000222e+03
-1.586703503941106208e-01 -4.049743623781543178e+00 -1.381431259894358776e+00 3.269244082286528429e-03 -5.581091744215387063e-03 4.400099092751878424e-03 4.281816439814622122e+00 2.680358000000000175e+03
-1.554008055899381568e-01 -4.055317085704944091e+00 -1.377028561816054930e+00 3.269843217106035982e-03 -5.565835246166855009e-03 4.405292037391680786e-03 4.285551742313425727e+00 2.680360999999999876e+03
-1.521306685664272629e-01 -4.060875300556714862e+00 -1.372620685850364897e+00 3.270428532348963659e-03 -5.550597596620262739e-03 4.410454889639575833e-03 4.289281932236954198e+00 2.680364000000000033e+03
-1.488599531090589734e-01 -4.066418287172324675e+00 -1.368207662023450677e+00 3.271000096125816110e-03 -5.535378769483534703e-03 4.415587781838861345e-03 4.293007008881864373e+00 2.680367000000000189e+03
-1.455886729354279319e-01 -4.071946064361048556e+00 -1.363789520229497843e+00 3.271557976139178626e-03 -5.520178738444295879e-03 4.420690845581718049e-03 4.296726971572703668e+00 2.680369000000000142e+03
-1.423168416956059890e-01 -4.077458650905740001e+00 -1.359366290231481145e+00 3.272102239674473667e-03 -5.504997476981906418e-03 4.425764211714366091e-03 4.300441819661553033e+00 2.680371999999999844e+03
-1.390444729726110773e-01 -4.082956065562633796e+00 -1.354938001661897706e+00 3.272632953592907040e-03 -5.489834958379366178e-03 4.430808010342029805e-03 4.304151552527684110e+00 2.680375000000000000e+03
-1.357715802828090013e-01 -4.088438327061155064e+00 -1.350504684023498436e+00 3.273150184326470598e-03 -5.474691155734892276e-03 4.435822370833698673e-03 4.307856169577219951e+00 2.680376999999999953e+03
-1.324981770763450639e-01 -4.093905454103731856e+00 -1.346066366690056304e+00 3.273653997874582944e-03 -5.459566041973075087e-03 4.440807421826678363e-03 4.311555670242819716e+00 2.680380000000000109e+03
-1.292242767375975376e-01 -4.099357465365649489e+00 -1.341623078907033806e+00 3.274144459802003863e-03 -5.444459589855473076e-03 4.445763291231185146e-03 4.315250053983364253e+00 2.680382999999999811e+03
-1.259498925855640772e-01 -4.104794379494864032e+00 -1.337174849792383879e+00 3.274621635237981269e-03 -5.429371771990699341e-03 4.450690106234626332e-03 4.318939320283653238e+00 2.680385999999999967e+03
-1.226750378743756281e-01 -4.110216215111872629e+00 -1.332721708337203825e+00 3.275085588876119370e-03 -5.414302560843983411e-03 4.455587993306019470e-03 4.322623468654109402e+00 2.680387999999999920e+03
-1.193997257936584844e-01 -4.115622990809566062e+00 -1.328263683406493145e+00 3.275536384975145411e-03 -5.399251928746117216e-03 4.460457078200223344e-03 4.326302498630495208e+00 2.680391000000000076e+03
-1.161239694689914920e-01 -4.121014725153114178e+00 -1.323800803739840992e+00 3.275974087360150871e-03 -5.384219847901958698e-03 4.465297485962171561e-03 4.329976409773646395e+00 2.680393999999999778e+03
-1.128477819623745215e-01 -4.126391436679822000e+00 -1.319333097952154477e+00 3.276398759424262001e-03 -5.369206290398522569e-03 4.470109340931045436e-03 4.333645201669193092e+00 2.680396999999999935e+03
-1.095711762725949390e-01 -4.131753143899019598e+00 -1.314860594534354776e+00 3.276810464130779608e-03 -5.354211228212554970e-03 4.474892766744432981e-03 4.337308873927291586e+00 2.680398999999999887e+03
-1.062941653357134392e-01 -4.137099865291975931e+00 -1.310383321854064365e+00 3.277209264015429856e-03 -5.339234633217784624e-03 4.479647886342478375e-03 4.340967426182393396e+00 2.680402000000000044e+03
-1.030167620254629490e-01 -4.142431619311778057e+00 -1.305901308156320217e+00 3.277595221188933389e-03 -5.324276477191883412e-03 4.484374821971936001e-03 4.344620858092982374e+00 2.680405000000000200e+03
-9.973897915366981837e-02 -4.147748424383247645e+00 -1.301414581564250161e+00 3.277968397339681584e-03 -5.309336731823105157e-03 4.489073695190279149e-03 4.348269169341334894e+00 2.680407999999999902e+03
-9.646082947069750668e-02 -4.153050298902849491e+00 -1.296923170079777421e+00 3.278328853736486078e-03 -5.294415368716750073e-03 4.493744626869708957e-03 4.351912359633291594e+00 2.680409999999999854e+03
-9.318232566582998477e-02 -4.158337261238613358e+00 -1.292427101584287863e+00 3.278676651231464921e-03 -5.279512359401426248e-03 4.498387737201200651e-03 4.355550428698020227e+00 2.680413000000000011e+03
-8.990348036771433904e-02 -4.163609329730069142e+00 -1.287926403839310119e+00 3.279011850262906168e-03 -5.264627675335213988e-03 4.503003145698477802e-03 4.359183376287806944e+00 2.680416000000000167e+03
-8.662430614477775737e-02 -4.168866522688165155e+00 -1.283421104487212805e+00 3.279334510858173107e-03 -5.249761287911809335e-03 4.507590971201939738e-03 4.362811202177828918e+00 2.680418000000000120e+03
-8.334481550559566521e-02 -4.174108858395217503e+00 -1.278911231051838460e+00 3.279644692636721377e-03 -5.234913168466573050e-03 4.512151331882631455e-03 4.366433906165947398e+00 2.680420999999999822e+03
-8.006502089936709532e-02 -4.179336355104850576e+00 -1.274396810939211200e+00 3.279942454812957795e-03 -5.220083288282783424e-03 4.516684345246060883e-03 4.370051488072507873e+00 2.680423999999999978e+03
-7.678493471623272504e-02 -4.184549031041949974e+00 -1.269877871438166439e+00 3.280227856199345940e-03 -5.205271618597815363e-03 4.521190128136067313e-03 4.373663947740134894e+00 2.680427000000000135e+03
-7.350456928775213339e-02 -4.189746904402615435e+00 -1.265354439721024127e+00 3.280500955209355186e-03 -5.190478130609710652e-03 4.525668796738586616e-03 4.377271285033540238e+00 2.680429000000000087e+03
-7.022393688726480399e-02 -4.194929993354124420e+00 -1.260826542844264653e+00 3.280761809860630041e-03 -5.175702795483879196e-03 4.530120466585334064e-03 4.380873499839341711e+00 2.680431999999999789e+03
-6.694304973027290218e-02 -4.200098316034916124e+00 -1.256294207749140135e+00 3.281010477778201553e-03 -5.160945584360089947e-03 4.534545252557494084e-03 4.384470592065884631e+00 2.680434999999999945e+03
-6.366191997487501142e-02 -4.205251890554550620e+00 -1.251757461262361648e+00 3.281247016197866989e-03 -5.146206468360014358e-03 4.538943268889240878e-03 4.388062561643065074e+00 2.680438000000000102e+03
-6.038055972208990901e-02 -4.210390734993713302e+00 -1.247216330096708292e+00 3.281471481969878284e-03 -5.131485418595058655e-03 4.543314629171237365e-03 4.391649408522173559e+00 2.680440000000000055e+03
-5.709898101631277756e-02 -4.215514867404188237e+00 -1.242670840851710423e+00 3.281683931562852114e-03 -5.116782406174964597e-03 4.547659446353953701e-03 4.395231132675726293e+00 2.680443000000000211e+03
-5.381719584565904102e-02 -4.220624305808882148e+00 -1.238121020014256279e+00 3.281884421068213820e-03 -5.102097402216897691e-03 4.551977832750914686e-03 4.398807734097335498e+00 2.680445999999999913e+03
-5.053521614229687653e-02 -4.225719068201823525e+00 -1.233566893959231470e+00 3.282073006205294893e-03 -5.087430377855283944e-03 4.556269900041795377e-03 4.402379212801557529e+00 2.680449000000000069e+03
-4.725305378291256436e-02 -4.230799172548178610e+00 -1.229008488950184663e+00 3.282249742327037617e-03 -5.072781304252599842e-03 4.560535759275273840e-03 4.405945568823765868e+00 2.680451000000000022e+03
-4.397072058898560121e-02 -4.235864636784313575e+00 -1.224445831139889584e+00 3.282414684426948701e-03 -5.058150152610805042e-03 4.564775520871833595e-03 4.409506802220048094e+00 2.680454000000000178e+03
-4.068822832718189952e-02 -4.240915478817806950e+00 -1.219878946571044898e+00 3.282567887147217357e-03 -5.043536894183906112e-03 4.568989294626156668e-03 4.413062913067086868e+00 2.680456999999999880e+03
-3.740558870970992628e-02 -4.245951716527526898e+00 -1.215307861176849746e+00 3.282709404788528625e-03 -5.028941500291337317e-03 4.573177189709403886e-03 4.416613901462071112e+00 2.680458999999999833e+03
-3.412281339463801161e-02 -4.250973367763698718e+00 -1.210732600781659674e+00 3.282839291322002181e-03 -5.014363942332292906e-03 4.577339314671117002e-03 4.420159767522632066e+00 2.680461999999999989e+03
-3.083991398621257346e-02 -4.255980450347998989e+00 -1.206153191101570599e+00 3.282957600403694186e-03 -4.999804191800790582e-03 4.581475777440841522e-03 4.423700511386766010e+00 2.680465000000000146e+03
-2.755690203519226000e-02 -4.260972982073643500e+00 -1.201569657745068076e+00 3.283064385392221209e-03 -4.985262220301454016e-03 4.585586685329349696e-03 4.427236133212789859e+00 2.680467999999999847e+03
-2.427378903909745492e-02 -4.265950980705521367e+00 -1.196982026213635475e+00 3.283159699370322843e-03 -4.970737999565405518e-03 4.589672145029470574e-03 4.430766633179320735e+00 2.680469999999999800e+03
-2.099058644250559671e-02 -4.270914463980322040e+00 -1.192390321902369932e+00 3.283243595170932429e-03 -4.956231501466003449e-03 4.593732262616515016e-03 4.434292011485256424e+00 2.680472999999999956e+03
-1.770730563727673443e-02 -4.275863449606672084e+00 -1.187794570100615177e+00 3.283316125408680935e-03 -4.941742698033461598e-03 4.597767143548247074e-03 4.437812268349767386e+00 2.680476000000000113e+03
-1.442395796273156922e-02 -4.280797955265337684e+00 -1.183194795992538406e+00 3.283377342517622421e-03 -4.927271561467247256e-03 4.601776892664494537e-03 4.441327404012344715e+00 2.680478999999999814e+03
-1.114055470585288872e-02 -4.285717998609353430e+00 -1.178591024657808184e+00 3.283427298795934830e-03 -4.912818064145001162e-03 4.605761614186310200e-03 4.444837418732799250e+00 2.680481000000000222e+03
-7.857107101344689912e-03 -4.290623597264228373e+00 -1.173983281072155993e+00 3.283466046458251818e-03 -4.898382178625595822e-03 4.609721411715008224e-03 4.448342312791313979e+00 2.680483999999999924e+03
-4.573626331737595634e-03 -4.295514768828116559e+00 -1.169371590108041481e+00 3.283493637695799119e-03 -4.883963877644219298e-03 4.613656388231013143e-03 4.451842086488479566e+00 2.680487000000000080e+03
-1.290123527355979856e-03 -4.300391530871991996e+00 -1.164755976535240878e+00 3.283510124744187537e-03 -4.869563134096080090e-03 4.617566646093015925e-03 4.455336740145331653e+00 2.680489000000000033e+03
1.993390233799304401e-03 -4.305253900939791656e+00 -1.160136465021489149e+00 3.283515559957688595e-03 -4.855179921005215934e-03 4.621452287037704221e-03 4.458826274103362408e+00 2.680492000000000189e+03
5.276903926135412606e-03 -4.310101896548521161e+00 -1.155513080133094617e+00 3.283509995887503533e-03 -4.840814211474413209e-03 4.625313412180680900e-03 4.462310688724494767e+00 2.680494999999999891e+03
8.560406576753047669e-03 -4.314935535188299198e+00 -1.150885846335552687e+00 3.283493485360311579e-03 -4.826465978611894914e-03 4.629150122019236140e-03 4.465789984391002498e+00 2.680498000000000047e+03
1.184388726575663804e-02 -4.319754834322308668e+00 -1.146254787994187563e+00 3.283466081550944025e-03 -4.812135195431247944e-03 4.632962516437826549e-03 4.469264161505350330e+00 2.680500000000000000e+03
1.512733512661088714e-02 -4.324559811386657238e+00 -1.141619929374717568e+00 3.283427838041000964e-03 -4.797821834721936393e-03 4.636750694717264865e-03 4.472733220489923944e+00 2.680503000000000156e+03
1.841073934660768588e-02 -4.329350483790053161e+00 -1.136981294643894635e+00 3.283378808853002363e-03 -4.783525868890387001e-03 4.640514755548440749e-03 4.476197161786616974e+00 2.680505999999999858e+03
2.169408916723777198e-02 -4.334126868913350528e+00 -1.132338907870059419e+00 3.283319048447719615e-03 -4.769247269774976559e-03 4.644254797051537188e-03 4.479655985856258127e+00 2.680509000000000015e+03
2.497737388471249834e-02 -4.338888984108873359e+00 -1.127692793023704843e+00 3.283248611672143387e-03 -4.754986008443159475e-03 4.647970916801150154e-03 4.483109693177840249e+00 2.680510999999999967e+03
2.826058285017328878e-02 -4.343636846699540754e+00 -1.123042973978012560e+00 3.283167553646309817e-03 -4.740742054985183987e-03 4.651663211857115510e-03 4.486558284247552209e+00 2.680514000000000124e+03
3.154370546998638142e-02 -4.348370473977790418e+00 -1.118389474509357440e+00 3.283075929582142914e-03 -4.726515378324007248e-03 4.655331778800118545e-03 4.490001759577598506e+00 2.680516999999999825e+03
3.482673120568188091e-02 -4.353089883204340538e+00 -1.113732318297734558e+00 3.282973794533844327e-03 -4.712305946066525433e-03 4.658976713770086875e-03 4.493440119694853685e+00 2.680519999999999982e+03
3.810964957360413879e-02 -4.357795091606813109e+00 -1.109071528927218386e+00 3.282861203089810359e-03 -4.698113724422515319e-03 4.662598112504126244e-03 4.496873365139384404e+00 2.680521999999999935e+03
4.139245014433243219e-02 -4.362486116378344825e+00 -1.104407129886345373e+00 3.282738209027489650e-03 -4.683938678214793691e-03 4.666196070370291250e-03 4.500301496462937756e+00 2.680525000000000091e+03
4.467512254167421010e-02 -4.367162974676247700e+00 -1.099739144568427252e+00 3.282604864962707526e-03 -4.669780770996130766e-03 4.669770682393071908e-03 4.503724514227451792e+00 2.680527999999999793e+03
4.795765644131828181e-02 -4.371825683620844671e+00 -1.095067596271940058e+00 3.282461222032006035e-03 -4.655639965275086903e-03 4.673322043266779635e-03 4.507142419003754341e+00 2.680530000000000200e+03
5.124004156927367687e-02 -4.376474260294564544e+00 -1.090392508200817456e+00 3.282307329646872666e-03 -4.641516222836533992e-03 4.676850247354701583e-03 4.510555211370474105e+00 2.680532999999999902e+03
5.452226770000050821e-02 -4.381108721741426848e+00 -1.085713903464817554e+00 3.282143235351268375e-03 -4.627409505127647038e-03 4.680355388673475975e-03 4.513962891913353204e+00 2.680536000000000058e+03
5.780432465458034547e-02 -4.385729084966898839e+00 -1.081031805079841979e+00 3.281968984800500387e-03 -4.613319773668565250e-03 4.683837560864542900e-03 4.517365461224888357e+00 2.680539000000000215e+03
6.108620229882080754e-02 -4.390335366938164618e+00 -1.076346235968379528e+00 3.281784621861402046e-03 -4.599246990443918263e-03 4.687296857156138252e-03 4.520762919904410815e+00 2.680541000000000167e+03
6.436789054161437540e-02 -4.394927584584778835e+00 -1.071657218959899405e+00 3.281590188817044059e-03 -4.585191118235344004e-03 4.690733370320832041e-03 4.524155268558523346e+00 2.680543999999999869e+03
6.764937933343090348e-02 -4.399505754799569957e+00 -1.066964776791347491e+00 3.281385726645914824e-03 -4.571152120867163701e-03 4.694147192633412770e-03 4.527542507801793015e+00 2.680547000000000025e+03
7.093065866520192886e-02 -4.404069894439784250e+00 -1.062268932107662156e+00 3.281171275339538757e-03 -4.557129963351687525e-03 4.697538415833630784e-03 4.530924638257701531e+00 2.680550000000000182e+03
7.421171856751207496e-02 -4.408620020328294586e+00 -1.057569707462318709e+00 3.280946874223017624e-03 -4.543124611935928960e-03 4.700907131096780829e-03 4.534301660559664882e+00 2.680552000000000135e+03
7.749254911002914636e-02 -4.413156149254824356e+00 -1.052867125317912045e+00 3.280712562249242254e-03 -4.529136034063077458e-03 4.704253429013662523e-03 4.537673575352070721e+00 2.680554999999999836e+03
8.077314040133265483e-02 -4.417678297977102986e+00 -1.048161208046736848e+00 3.280468378247054263e-03 -4.515164198269098518e-03 4.707577399580013290e-03 4.541040383291274019e+00 2.680557999999999993e+03
8.405348258881742418e-02 -4.422186483221874020e+00 -1.043451977931397545e+00 3.280214361113148545e-03 -4.501209074037492222e-03 4.710879132194463123e-03 4.544402085046447937e+00 2.680561000000000149e+03
8.733356585887624979e-02 -4.426680721685777975e+00 -1.038739457165392066e+00 3.279950549946455789e-03 -4.487270631633320100e-03 4.714158715663305937e-03 4.547758681300317463e+00 2.680563000000000102e+03
9.061338043714975421e-02 -4.431161030036037118e+00 -1.034023667853707362e+00 3.279676984129703977e-03 -4.473348841934253473e-03 4.717416238210319843e-03 4.551110172749711857e+00 2.680565999999999804e+03
9.389291658881511460e-02 -4.435627424910990158e+00 -1.029304632013384735e+00 3.279393703366479014e-03 -4.459443676271162768e-03 4.720651787489700373e-03 4.554456560105965224e+00 2.680568999999999960e+03
9.717216461890584855e-02 -4.440079922920470601e+00 -1.024582371574109141e+00 3.279100747683815105e-03 -4.445555106286410568e-03 4.723865450600662520e-03 4.557797844095172302e+00 2.680570999999999913e+03
1.004511148726421194e-01 -4.444518540646065219e+00 -1.019856908378720561e+00 3.278798157409937384e-03 -4.431683103813558941e-03 4.727057314102494669e-03 4.561134025458316366e+00 2.680574000000000069e+03
1.037297577357175482e-01 -4.448943294641243718e+00 -1.015128264183759121e+00 3.278485973135833887e-03 -4.417827640779635988e-03 4.730227464029153686e-03 4.564465104951283436e+00 2.680577000000000226e+03
1.070080836345220637e-01 -4.453354201431417358e+00 -1.010396460660003992e+00 3.278164235667601397e-03 -4.403988689128806276e-03 4.733375985902893782e-03 4.567791083344799219e+00 2.680579999999999927e+03
1.102860830363173866e-01 -4.457751277513931853e+00 -1.005661519392956560e+00 3.277832985974951478e-03 -4.390166220765101546e-03 4.736502964746681921e-03 4.571111961424302983e+00 2.680581999999999880e+03
1.135637464494208271e-01 -4.462134539357987428e+00 -1.000923461883335586e+00 3.277492265139780696e-03 -4.376360207511400570e-03 4.739608485095220258e-03 4.574427739989742392e+00 2.680585000000000036e+03
1.168410644232616563e-01 -4.466504003404565992e+00 -9.961823095475744738e-01 3.277142114307134320e-03 -4.362570621081808889e-03 4.742692631004622426e-03 4.577738419855389651e+00 2.680588000000000193e+03
1.201180275484189514e-01 -4.470859686066289029e+00 -9.914380837182702466e-01 3.276782574640222778e-03 -4.348797433064597803e-03 4.745755486060847760e-03 4.581044001849559955e+00 2.680590999999999894e+03
1.233946264566480044e-01 -4.475201603727317234e+00 -9.866908056446883624e-01 3.276413687280234615e-03 -4.335040614913263611e-03 4.748797133386967184e-03 4.584344486814411646e+00 2.680592999999999847e+03
1.266708518207929068e-01 -4.479529772743179983e+00 -9.819404964931799373e-01 3.276035493311109468e-03 -4.321300137943724293e-03 4.751817655649530521e-03 4.587639875605630024e+00 2.680596000000000004e+03
1.299466943547308573e-01 -4.483844209440657202e+00 -9.771871773476654699e-01 3.275648033729259764e-03 -4.307575973335860814e-03 4.754817135064036068e-03 4.590930169092199087e+00 2.680599000000000160e+03
1.332221448133380504e-01 -4.488144930117656806e+00 -9.724308692100717133e-01 3.275251349417923272e-03 -4.293868092138067305e-03 4.757795653399743592e-03 4.594215368156149282e+00 2.680601999999999862e+03
1.364971939922435540e-01 -4.492431951043047711e+00 -9.676715930007818711e-01 3.274845481125538901e-03 -4.280176465273980053e-03 4.760753291983926133e-03 4.597495473692265300e+00 2.680603999999999814e+03
1.397718327277884254e-01 -4.496705288456583460e+00 -9.629093695590555946e-01 3.274430469447950614e-03 -4.266501063550220442e-03 4.763690131705682930e-03 4.600770486607880017e+00 2.680606999999999971e+03
1.430460518968225681e-01 -4.500964958568762775e+00 -9.581442196434973857e-01 3.274006354813733827e-03 -4.252841857664959278e-03 4.766606253019338608e-03 4.604040407822613368e+00 2.680610000000000127e+03
