a e i Om w M year jd number node
3.841211102621441498e+00 4.875102048631957952e-01 6.129917975759430249e+01 2.784669852009305941e+02 2.080205635992831503e+02 -1.675260388755746419e+02 2.675260999999999967e+03 2.698178654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841209849192031012e+00 4.875108680119283333e-01 6.129923367495627673e+01 2.784670250896489279e+02 2.080204674811436689e+02 -1.673949100273709973e+02 2.675262999999999920e+03 2.698179654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841208606958199656e+00 4.875115284251809733e-01 6.129928734421368830e+01 2.784670648737821921e+02 2.080203715715416024e+02 -1.672637814407465271e+02 2.675266000000000076e+03 2.698180654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841207375234877652e+00 4.875121863813784984e-01 6.129934079734869812e+01 2.784671045764595192e+02 2.080202758530727465e+02 -1.671326530950168205e+02 2.675268999999999778e+03 2.698181654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841206153254633104e+00 4.875128421788448851e-01 6.129939406201567920e+01 2.784671442177297536e+02 2.080201803158306291e+02 -1.670015249838805858e+02 2.675271999999999935e+03 2.698182654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841204940215359187e+00 4.875134961197321593e-01 6.129944716151553052e+01 2.784671838145169431e+02 2.080200849559598453e+02 -1.668703971121100551e+02 2.675273999999999887e+03 2.698183654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841203735317643364e+00 4.875141484978025019e-01 6.129950011497275142e+01 2.784672233807272619e+02 2.080199897742969029e+02 -1.667392694925692922e+02 2.675277000000000044e+03 2.698184654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841202537792632210e+00 4.875147995896599307e-01 6.129955293764594870e+01 2.784672629274572841e+02 2.080198947751528067e+02 -1.666081421436396113e+02 2.675280000000000200e+03 2.698185654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841201346921646387e+00 4.875154496489033096e-01 6.129960564131547329e+01 2.784673024632617171e+02 2.080197999652628482e+02 -1.664770150870749887e+02 2.675282999999999902e+03 2.698186654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841200162048967304e+00 4.875160989026390279e-01 6.129965823470511310e+01 2.784673419944501802e+02 2.080197053529087725e+02 -1.663458883462716074e+02 2.675284999999999854e+03 2.698187654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841198982589204558e+00 4.875167475498236036e-01 6.129971072390708997e+01 2.784673815253888733e+02 2.080196109472053365e+02 -1.662147619449140734e+02 2.675288000000000011e+03 2.698188654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841197808030516914e+00 4.875173957609683639e-01 6.129976311278957013e+01 2.784674210587930929e+02 2.080195167575351434e+02 -1.660836359059482561e+02 2.675291000000000167e+03 2.698189654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841196637934769509e+00 4.875180436788143501e-01 6.129981540337424661e+01 2.784674605959988867e+02 2.080194227931124829e+02 -1.659525102508291639e+02 2.675293999999999869e+03 2.698190654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841195471935541672e+00 4.875186914196639187e-01 6.129986759617740688e+01 2.784675001372108909e+02 2.080193290626558564e+02 -1.658213849989932953e+02 2.675295999999999822e+03 2.698191654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841194309734676793e+00 4.875193390751256239e-01 6.129991969051199163e+01 2.784675396817225419e+02 2.080192355741500592e+02 -1.656902601675097628e+02 2.675298999999999978e+03 2.698192654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841193151097932468e+00 4.875199867140883603e-01 6.129997168475113511e+01 2.784675792281091731e+02 2.080191423346802821e+02 -1.655591357708715350e+02 2.675302000000000135e+03 2.698193654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841191995850134155e+00 4.875206343847940382e-01 6.130002357655541800e+01 2.784676187743957598e+02 2.080190493503231721e+02 -1.654280118208928343e+02 2.675304999999999836e+03 2.698194654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841190843870123661e+00 4.875212821169137567e-01 6.130007536306683136e+01 2.784676583182005629e+02 2.080189566260822289e+02 -1.652968883266866271e+02 2.675306999999999789e+03 2.698195654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841189695085711620e+00 4.875219299235667991e-01 6.130012704107323174e+01 2.784676978568578534e+02 2.080188641658570248e+02 -1.651657652946998383e+02 2.675309999999999945e+03 2.698196654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841188549468769420e+00 4.875225778032417634e-01 6.130017860714671940e+01 2.784677373875218791e+02 2.080187719724376052e+02 -1.650346427287899189e+02 2.675313000000000102e+03 2.698197654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
3.841187407030550727e+00 4.875232257415980652e-01 6.130023005775971257e+01 2.784677769072546312e+02 2.080186800475177051e+02 -1.649035206303291829e+02 2.675315000000000055e+03 2.698198654899999965e+06 1.000000000000000000e+00 0.000000000000000000e+00
