a e i Om w M year jd number node
2.869653305897742257e+00 7.987489228058339830e-01 6.825666000093501395e+01 2.865022412968546632e+02 1.647661096095022231e+02 -6.380666886527004777e+01 1.399057000000000016e+03 2.232063259800000116e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.863824129506634897e+00 8.007980089217637820e-01 6.832248229886515389e+01 2.865077534752386441e+02 1.647044205882450285e+02 -8.521094789824790894e+01 1.389057000000000016e+03 2.228411259800000116e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.873915213897944021e+00 8.002669235646531209e-01 6.812334099808471422e+01 2.865005848355506828e+02 1.645146783523085503e+02 -1.074017774512670513e+02 1.379059999999999945e+03 2.224759259699999820e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.873229976591794355e+00 8.003898843858234802e-01 6.798572953377136230e+01 2.865572090167471515e+02 1.645092111707521951e+02 -1.259275632987741034e+02 1.369059999999999945e+03 2.221107259699999820e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.865890571233626005e+00 8.043855010573305320e-01 6.806716695234307224e+01 2.865742551858306228e+02 1.644363073828943413e+02 -1.475983544706573127e+02 1.359061999999999898e+03 2.217455259599999990e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.871543725963568328e+00 8.042024722795440006e-01 6.792161429325943800e+01 2.865644447574901506e+02 1.643986806511897214e+02 -1.684331498555062012e+02 1.349061999999999898e+03 2.213803259500000160e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.858851559755130722e+00 8.113852038442253001e-01 6.802805711497106245e+01 2.867218957956744134e+02 1.644591293241767573e+02 1.689247057252044328e+02 1.339065000000000055e+03 2.210151259500000160e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.858541296960151357e+00 8.116085602419216283e-01 6.795129704879632015e+01 2.866957696852932145e+02 1.644293280316017274e+02 1.438047524562499291e+02 1.329065000000000055e+03 2.206499259399999864e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.845672051251116663e+00 8.233049428397541947e-01 6.788114057747807806e+01 2.869033090330605091e+02 1.645793075137032986e+02 1.191138397158950539e+02 1.319067999999999984e+03 2.202847259399999864e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.844605184536163289e+00 8.240716050054952557e-01 6.787885190211973452e+01 2.869208501616799936e+02 1.645574746925093734e+02 8.913694808615227316e+01 1.309067999999999984e+03 2.199195259300000034e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.845276301623845150e+00 8.244531124642936470e-01 6.782849645212537837e+01 2.869191297918313239e+02 1.645058523958787191e+02 5.868755520768502265e+01 1.299070999999999913e+03 2.195543259300000034e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.849404243546254989e+00 8.345430068019753511e-01 6.712733144582348643e+01 2.872092198085995847e+02 1.643984400465892008e+02 3.213060919468188814e+01 1.289070999999999913e+03 2.191891259200000204e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.845522928235198368e+00 8.358478454556467208e-01 6.721620634140943196e+01 2.871530374640047967e+02 1.643755348827429543e+02 2.630922300896468169e+00 1.279073000000000093e+03 2.188239259099999908e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.869538262155637565e+00 8.363010132064768731e-01 6.617185967597697527e+01 2.873550692242970968e+02 1.640119732327577822e+02 -2.202062837489860314e+01 1.269073000000000093e+03 2.184587259099999908e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.863494474508727183e+00 8.384632822047139999e-01 6.623222243879273208e+01 2.873790615304593530e+02 1.639304367133605638e+02 -4.336746567595562141e+01 1.259076000000000022e+03 2.180935259000000078e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.869443254884196381e+00 8.386513205915900881e-01 6.618948099788937611e+01 2.873802749526445268e+02 1.638388333306641016e+02 -6.626049070596033630e+01 1.249076000000000022e+03 2.177283259000000078e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.873462322084812559e+00 8.382348890350118653e-01 6.580975687533555174e+01 2.874407062566981494e+02 1.637512944420361691e+02 -8.491301464113558950e+01 1.239078999999999951e+03 2.173631258899999782e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.865690306387851383e+00 8.422464536166277549e-01 6.589700256627872932e+01 2.874839308259161044e+02 1.636921385908084403e+02 -1.065525273106990198e+02 1.229078999999999951e+03 2.169979258799999952e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.870778235335546658e+00 8.421538982028630160e-01 6.572345552560497595e+01 2.874757008108782088e+02 1.636506662276108557e+02 -1.276442920062614093e+02 1.219082000000000107e+03 2.166327258799999952e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.859755204680347607e+00 8.484503299230703455e-01 6.569535788412662214e+01 2.876749105554208654e+02 1.637272291285380845e+02 -1.501939532674610689e+02 1.209082000000000107e+03 2.162675258700000122e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.859113273410403888e+00 8.487395032235204306e-01 6.560971851921074460e+01 2.876526055052528932e+02 1.636824321050704043e+02 -1.749715022167960399e+02 1.199084000000000060e+03 2.159023258700000122e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.847765073452460882e+00 8.586590916026551890e-01 6.548246435694441914e+01 2.878380598563863941e+02 1.638869522174618396e+02 1.606280833170599465e+02 1.189084000000000060e+03 2.155371258599999826e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.847088556909547208e+00 8.591462452435754127e-01 6.536471667992105949e+01 2.879115531518800708e+02 1.638641370415361109e+02 1.315882208814011847e+02 1.179086999999999989e+03 2.151719258599999826e+06 2.000000000000000000e+00 0.000000000000000000e+00
2.846988670426204404e+00 8.598774857836734009e-01 6.533937704497876098e+01 2.878906358569392410e+02 1.638020276989552144e+02 1.019207594241507451e+02 1.169086999999999989e+03 2.148067258499999996e+06 2.000000000000000000e+00 0.000000000000000000e+00
