distance year jd planet number
3.943276000000000003e-01 1.211118999999999915e+03 2.163418810899999924e+06 2.000000000000000000e+00 2.000000000000000000e+00
3.451464000000000198e-01 1.211114000000000033e+03 2.163417024600000121e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.837593000000000254e-01 1.211114000000000033e+03 2.163417024600000121e+06 2.000000000000000000e+00 2.000000000000000000e+00
2.999963999999999964e-01 1.211108999999999924e+03 2.163415297799999826e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.830567999999999751e-01 1.211108999999999924e+03 2.163415297799999826e+06 2.000000000000000000e+00 2.000000000000000000e+00
2.621988000000000096e-01 1.211104000000000042e+03 2.163413616799999960e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.915098000000000189e-01 1.211104000000000042e+03 2.163413616799999960e+06 2.000000000000000000e+00 2.000000000000000000e+00
2.357721000000000122e-01 1.211099999999999909e+03 2.163411964699999895e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.250996000000000108e-01 1.211095000000000027e+03 2.163410322900000028e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.325853999999999977e-01 1.211090999999999894e+03 2.163408679700000212e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.565400999999999931e-01 1.211086000000000013e+03 2.163407021399999969e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.927044999999999786e-01 1.211082000000000107e+03 2.163405328499999829e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.365642999999999829e-01 1.211076999999999998e+03 2.163403589499999769e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.845740000000000269e-01 1.211071999999999889e+03 2.163401792400000151e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.377787999999999902e-01 1.206290999999999940e+03 2.161655893600000069e+06 1.000000000000000000e+00 2.000000000000000000e+00
2.719100999999999879e-01 1.206286000000000058e+03 2.161653942199999932e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.934131000000000156e-01 1.206286000000000058e+03 2.161653942199999932e+06 2.000000000000000000e+00 2.000000000000000000e+00
2.101888000000000090e-01 1.206280999999999949e+03 2.161652089900000021e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.718286000000000091e-01 1.206280999999999949e+03 2.161652089900000021e+06 2.000000000000000000e+00 2.000000000000000000e+00
1.575653999999999944e-01 1.206276000000000067e+03 2.161650317100000102e+06 1.000000000000000000e+00 2.000000000000000000e+00
3.609202000000000243e-01 1.206276000000000067e+03 2.161650317100000102e+06 2.000000000000000000e+00 2.000000000000000000e+00
