X Y Z velX velY velZ M year r
3.483325961818229732e+00 3.560348479764698038e+00 -7.329295792284890032e-02 -5.494428131464171999e-03 5.634784908093784517e-03 7.855224060161834342e-05 2.729179253410195116e+01 2.062128730129019459e+03 4.981466943714549345e+00
3.422083215640260523e+00 3.622112946970251546e+00 -7.241395371076367327e-02 -5.585738521794709685e-03 5.539811393198240848e-03 8.047892543818007890e-05 2.820947357076240536e+01 2.063840568416097085e+03 4.983532834854038640e+00
3.359787907187995248e+00 3.682869914975190007e+00 -7.151302752846137867e-02 -5.675377645815379152e-03 5.443258420460764593e-03 8.238127365853711132e-05 2.912792732697549525e+01 2.065552406703175166e+03 4.985661410988750930e+00
3.296455401096115345e+00 3.742601791296945812e+00 -7.059039299454242244e-02 -5.763318198580654438e-03 5.345155400852182916e-03 8.425870578899311860e-05 3.004717714833245878e+01 2.067264244990253246e+03 4.987852181372057103e+00
3.232101346096861949e+00 3.801291175089057450e+00 -6.964626938009674251e-02 -5.849533392546260764e-03 5.245532217502603400e-03 8.611064994553409280e-05 3.096724622640087077e+01 2.068976083277330872e+03 4.990104639392811237e+00
3.166741674187820266e+00 3.858920861303581695e+00 -6.868088160770460804e-02 -5.933996965728930394e-03 5.144419216598761398e-03 8.793654200802963753e-05 3.188815759339556877e+01 2.070687921564408498e+03 4.992418262559765729e+00
3.100392599755938505e+00 3.915473844916910640e+00 -6.769446024987253729e-02 -6.016683189706053050e-03 5.041847198140227658e-03 8.973582579206974233e-05 3.280993411680742611e+01 2.072399759851486579e+03 4.994792512487213010e+00
3.033070618654504447e+00 3.970933325219287990e+00 -6.668724152684774031e-02 -6.097566877452812242e-03 4.937847406557465194e-03 9.150795321838381337e-05 3.373259849398973387e+01 2.074111598138564659e+03 4.997226834882002144e+00
2.964792507229686791e+00 4.025282710168331057e+00 -6.565946730375181450e-02 -6.176623391014376269e-03 4.832451521194454543e-03 9.325238447979071824e-05 3.465617324670181176e+01 2.075823436425642285e+03 4.999720659532091105e+00
2.895575321293220927e+00 4.078505620806648579e+00 -6.461138508697382432e-02 -6.253828649010883568e-03 4.725691646658867692e-03 9.496858820562968705e-05 3.558068071560951751e+01 2.077535274712719911e+03 5.002273400296771477e+00
2.825436395037803639e+00 4.130585895743609903e+00 -6.354324801976195258e-02 -6.329159133972837165e-03 4.617600303042704996e-03 9.665604162362044819e-05 3.650614305474269372e+01 2.079247112999797992e+03 5.004884455098754792e+00
2.754393339891647141e+00 4.181507595701163815e+00 -6.245531487695085704e-02 -6.402591899504774496e-03 4.508210416016329367e-03 9.831423071910516491e-05 3.743258222590911544e+01 2.080958951286876072e+03 5.007553205918272354e+00
2.682464043308698365e+00 4.231255008123473438e+00 -6.134785005876215724e-02 -6.474104577274960096e-03 4.397555306799012451e-03 9.994265039162213680e-05 3.836001999306529342e+01 2.082670789573953698e+03 5.010279018789359107e+00
2.609666667490897485e+00 4.279812651850052774e+00 -6.022112358361276369e-02 -6.543675383828987356e-03 4.285668682008957411e-03 1.015408046087643744e-04 3.928847791664405520e+01 2.084382627861031324e+03 5.013061243798493827e+00
2.536019648038893237e+00 4.327165281851916845e+00 -5.907541107986639256e-02 -6.611283127225226798e-03 4.172584623395958134e-03 1.031082065572754778e-04 4.021797734783902456e+01 2.086094466148109404e+03 5.015899215085780405e+00
2.461541692527499769e+00 4.373297894030191202e+00 -5.791099377646067442e-02 -6.676907213490112895e-03 4.058337577459730609e-03 1.046443787913382850e-04 4.114853942284648980e+01 2.087806304435187485e+03 5.018792250848826519e+00
2.386251779002316997e+00 4.418195730076427630e+00 -5.672815849234389557e-02 -6.740527652891250242e-03 3.942962344957202936e-03 1.061488533780089924e-04 4.208018505706480994e+01 2.089518142722265111e+03 5.021739653349547083e+00
2.310169154393705515e+00 4.461844282393773398e+00 -5.552719762465172654e-02 -6.802125066026502853e-03 3.826494070301855212e-03 1.076211720397545043e-04 4.301293493925202682e+01 2.091229981009342737e+03 5.024740708924012367e+00
2.233313332844492738e+00 4.504229299078021498e+00 -5.430840913555617933e-02 -6.861680689727108103e-03 3.708968230858410500e-03 1.090608862940475551e-04 4.394680952564215204e+01 2.092941819296420817e+03 5.027794687995592149e+00
2.155704093947558242e+00 4.545336788957421881e+00 -5.307209653771542690e-02 -6.919176382773167301e-03 3.590420626136058783e-03 1.104675575899795304e-04 4.488182903402083923e+01 2.094653657583498898e+03 5.030900845091556661e+00
2.077361480889649670e+00 4.585153026689939182e+00 -5.181856887825540131e-02 -6.974594631419602994e-03 3.470887366883594009e-03 1.118407574418469957e-04 4.581801343776132285e+01 2.096365495870576524e+03 5.034058418863307516e+00
1.998305798497601371e+00 4.623664557916614015e+00 -5.054814072121124879e-02 -7.027918554731027792e-03 3.350404864089728558e-03 1.131800675596725887e-04 4.675538245982135521e+01 2.098077334157654150e+03 5.037266632110489084e+00
1.918557611183196565e+00 4.660858204469413124e+00 -4.926113212835684513e-02 -7.079131909723844658e-03 3.229009817891947444e-03 1.144850799766202690e-04 4.769395556670237823e+01 2.099789172444732230e+03 5.040524691809116220e+00
1.838137740782943785e+00 4.696721069631910161e+00 -4.795786863835080349e-02 -7.128219096314004390e-03 3.106739206397315760e-03 1.157553971732657849e-04 4.863375196237183218e+01 2.101501010731810311e+03 5.043831789143970568e+00
1.757067264288908914e+00 4.731240543450932812e+00 -4.663868124412515193e-02 -7.175165162068953585e-03 2.983630274418550086e-03 1.169906321986852643e-04 4.957479058215010070e+01 2.103212849018887937e+03 5.047187099545427102e+00
1.675367511466964165e+00 4.764404308097161866e+00 -4.530390636844496693e-02 -7.219955806762284704e-03 2.859720522128914380e-03 1.181904087883239564e-04 5.051709008656317224e+01 2.104924687305965563e+03 5.050589782730928512e+00
1.593060062358617746e+00 4.796200343272560396e+00 -4.395388583756493911e-02 -7.262577386729732534e-03 2.735047693639296607e-03 1.193543614786101971e-04 5.146066885516282241e+01 2.106636525593043643e+03 5.054038982751329456e+00
1.510166744662733596e+00 4.826616931662293553e+00 -4.258896685290940870e-02 -7.303016919025150967e-03 2.609649765500980656e-03 1.204821357182790523e-04 5.240554498031556108e+01 2.108348363880121724e+03 5.057533828042277690e+00
1.426709630993459044e+00 4.855642664428706290e+00 -4.120950196070297111e-02 -7.341262085375256652e-03 2.483564935137648044e-03 1.215733879763720949e-04 5.335173626096246835e+01 2.110060202167199350e+03 5.061073431480879847e+00
1.342711036010612036e+00 4.883266446744714884e+00 -3.981584901947679556e-02 -7.377301235931892250e-03 2.356831609210032451e-03 1.226277858468803161e-04 5.429926019635146872e+01 2.111772040454276976e+03 5.064656890447820636e+00
1.258193513418990772e+00 4.909477503363853579e+00 -3.840837116537876295e-02 -7.411123392820674789e-03 2.229488391916904268e-03 1.236450081499981726e-04 5.524813397974417484e+01 2.113483878741355056e+03 5.068283286895177042e+00
1.173179852832917813e+00 4.934265384224019613e+00 -3.698743677521280221e-02 -7.442718253484976142e-03 2.101574073235852429e-03 1.246247450299581283e-04 5.619837449209934022e+01 2.115195717028433137e+03 5.071951687420107824e+00
1.087693076502504352e+00 4.957619970081835525e+00 -3.555341942713503151e-02 -7.472076193824173096e-03 1.973127617107474363e-03 1.255666980494155765e-04 5.714999829573533674e+01 2.116907555315510763e+03 5.075661143344644799e+00
1.001756435898142339e+00 4.979531478174354930e+00 -3.410669785893409578e-02 -7.499188271125238961e-03 1.844188149566608525e-03 1.264705802803559390e-04 5.810302162797362513e+01 2.118619393602588389e+03 5.079410690801784867e+00
9.153934081497084874e-01 4.999990467904697589e+00 -3.264765592382258552e-02 -7.524046226786787646e-03 1.714794946824126001e-03 1.273361163914954832e-04 5.905746039476628795e+01 2.120331231889666469e+03 5.083199350828087937e+00
8.286276923371855840e-01 5.018987846548027321e+00 -3.117668254366914860e-02 -7.546642488834721073e-03 1.584987423303036011e-03 1.281630427321502150e-04 6.001333016430979939e+01 2.122043070176744550e+03 5.087026129462997481e+00
7.414832056293411133e-01 5.036514874974109546e+00 -2.969417165959983146e-02 -7.566970174228724449e-03 1.454805119632489666e-03 1.289511074125460673e-04 6.097064616064804454e+01 2.123754908463822176e+03 5.090890017855069338e+00
6.539840792671877123e-01 5.052563173382571549e+00 -2.820052217989775165e-02 -7.585023090958907706e-03 1.324287690603283057e-03 1.297000703805472645e-04 6.192942325726736641e+01 2.125466746750899802e+03 5.094789992375341470e+00
5.661546543891448069e-01 5.067124727046744326e+00 -2.669613792513326686e-02 -7.600795739931952115e-03 1.193474893088649399e-03 1.304097034947784134e-04 6.288967597068677406e+01 2.127178585037977882e+03 5.098725014738013428e+00
4.780194776947772062e-01 5.080191892061891146e+00 -2.518142757045540442e-02 -7.614283316646187905e-03 1.062406573933923071e-03 1.310797905941185290e-04 6.385141845404645267e+01 2.128890423325055963e+03 5.102694032128661128e+00
3.896032969441466931e-01 5.091757401093392588e+00 -2.365680458497778846e-02 -7.625481712655091115e-03 9.311226578187989378e-04 1.317101275635459328e-04 6.481466449069797875e+01 2.130602261612133589e+03 5.106695977340169001e+00
3.009310562899410457e-01 5.101814369120348580e+00 -2.212268716819380115e-02 -7.634387516818754750e-03 7.996631350959157274e-04 1.323005223963134261e-04 6.577942748779940985e+01 2.132314099899211215e+03 5.110729768916586480e+00
2.120278914395415382e-01 5.110356299169864336e+00 -2.057949818335536030e-02 -7.640998016342958644e-03 6.680680496093647537e-04 1.328507952524356846e-04 6.674572046991920615e+01 2.134025938186289295e+03 5.114794311305088215e+00
1.229191246444766156e-01 5.117377088037144084e+00 -1.902766508775402196e-02 -7.645311197605511935e-03 5.363774864969759418e-04 1.333607785134701990e-04 6.771355607265243748e+01 2.135737776473367376e+03 5.118888495016235218e+00
3.363025951467491642e-02 5.122871031986360180e+00 -1.746761985984225315e-02 -7.647325746769616586e-03 4.046315599799875872e-04 1.338303168335752290e-04 6.868294653625336821e+01 2.137449614760445002e+03 5.123011196792720767e+00
-5.581302434485350961e-02 5.126832832427091091e+00 -1.589979892313563015e-02 -7.647041050184086308e-03 2.728704011438619239e-04 1.342592671868300506e-04 6.965390369928802272e+01 2.139161453047522627e+03 5.127161279786769832e+00
-1.453848768771419941e-01 5.129257601561015179e+00 -1.432464306683917284e-02 -7.644457194570252606e-03 1.411341457139927730e-04 1.346474989108016693e-04 7.062643899231134981e+01 2.140873291334600708e+03 5.131337593746393644e+00
-2.350592832983677549e-01 5.130140867993324250e+00 -1.274259736314105849e-02 -7.639574966995570961e-03 9.462921829935314055e-06 1.349948937463460983e-04 7.160056343157285141e+01 2.142585129621678789e+03 5.135538975210645063e+00
-3.248100700068015656e-01 5.129478582303240941e+00 -1.115411108112225255e-02 -7.632395854633854289e-03 -1.221031621779877611e-04 1.353013458736311114e-04 7.257628761275518059e+01 2.144296967908756415e+03 5.139764247714042611e+00
-4.146109106774665820e-01 5.127267122567853441e+00 -9.559637597230006070e-03 -7.622922044312273326e-03 -2.535240300060781688e-04 1.355667619443700885e-04 7.355362170475052608e+01 2.146008806195834040e+03 5.144012222000355017e+00
-5.044353325441153224e-01 5.123503299833318536e+00 -7.959634302267253048e-03 -7.611156421845225416e-03 -3.847596495849001184e-04 1.357910611102568167e-04 7.453257544347863472e+01 2.147720644482912121e+03 5.148281696245847527e+00
-5.942567228699587867e-01 5.118184363527399583e+00 -6.354562504852671184e-03 -7.597102571155292874e-03 -5.157700452734076662e-04 1.359741750475924383e-04 7.551315812575236919e+01 2.149432482769990202e+03 5.152571456292202257e+00
-6.840483356084885447e-01 5.111308006807097293e+00 -4.744887331307164578e-03 -7.580764773181536409e-03 -6.465153100359553092e-04 1.361160479780977410e-04 7.649537860319460947e+01 2.151144321057067827e+03 5.156880275889180965e+00
-7.737832982553919381e-01 5.102872371835097454e+00 -3.131077621928361147e-03 -7.562148004575488733e-03 -7.769556175983450413e-04 1.362166366859038531e-04 7.747924527621225366e+01 2.152856159344145453e+03 5.161206916947238987e+00
-8.634346188924908461e-01 5.092876054978542122e+00 -1.513605823615401039e-03 -7.541257936185210078e-03 -9.070512345792764407e-04 1.362759105307158943e-04 7.846476608803209274e+01 2.154567997631223534e+03 5.165550129800156043e+00
-9.529751934244292677e-01 5.081318111923571301e+00 1.070521211905074764e-04 -7.518100931327901734e-03 -1.036762532593558982e-03 1.362938514571465198e-04 7.945194851880384590e+01 2.156279835918301615e+03 5.169908653477835792e+00
-1.042377813008501741e+00 5.068198062698964002e+00 1.730416889278581574e-03 -7.492684043851565064e-03 -1.166050000323275984e-03 1.362704540002157257e-04 8.044079957977596962e+01 2.157991674205379240e+03 5.174281215989379845e+00
-1.131615171677946785e+00 5.053515896602068125e+00 3.356005895182198780e-03 -7.465015015986349589e-03 -1.294874255553321672e-03 1.362057252870156143e-04 8.143132580754915750e+01 2.159703512492456866e+03 5.178666534616520600e+00
-1.220659874158718239e+00 5.037272077020144678e+00 4.983333413456747518e-03 -7.435102275986173875e-03 -1.423196057167610542e-03 1.360996850345392521e-04 8.242353325841379785e+01 2.161415350779534947e+03 5.183063316217536354e+00
-1.309484443879512572e+00 5.019467546140141678e+00 6.611910704740696712e-03 -7.402954935561417184e-03 -1.550976317102275995e-03 1.359523655436747317e-04 8.341742750277640539e+01 2.163127189066613028e+03 5.187470257541698437e+00
-1.398061331174691446e+00 5.000103729539801201e+00 8.241246145616748509e-03 -7.368582787103390534e-03 -1.678176112252314188e-03 1.357638116893661458e-04 8.441301361968132255e+01 2.164839027353690653e+03 5.191886045554332973e+00
-1.486362921679319937e+00 4.979182540653001254e+00 9.870845362282958460e-03 -7.331996300701483157e-03 -1.804756696327910505e-03 1.355340809069440205e-04 8.541029619143304785e+01 2.166550865640768279e+03 5.196309357772584292e+00
-1.574361544915471978e+00 4.956706385102048529e+00 1.150021136804245739e-02 -7.293206620953876854e-03 -1.930679511656941023e-03 1.352632431746301676e-04 8.640927929832558618e+01 2.168262703927846360e+03 5.200738862611884450e+00
-1.662029483068581559e+00 4.932678164889686911e+00 1.312884470461437615e-02 -7.252225563572781489e-03 -2.055906200930021892e-03 1.349513809922215388e-04 8.740996651348446278e+01 2.169974542214924440e+03 5.205173219743218560e+00
-1.749338979952385076e+00 4.907101282443450785e+00 1.475624358726419436e-02 -7.209065611785273227e-03 -2.180398618884488420e-03 1.345985893559599098e-04 8.841236089782769625e+01 2.171686380502002066e+03 5.209611080461171717e+00
-1.836262250160789922e+00 4.879979644504974345e+00 1.638190405374871997e-02 -7.163739912530765058e-03 -2.304118843923854808e-03 1.342049757295953104e-04 8.941646499515198343e+01 2.173398218789079692e+03 5.214051088062801931e+00
-1.922771488404608098e+00 4.851317665856856642e+00 1.800532011706350299e-02 -7.116262272456327399e-03 -2.427029189669074535e-03 1.337706600116513045e-04 9.042228082734979466e+01 2.175110057076157773e+03 5.218491878237332848e+00
-2.008838879030919511e+00 4.821120272879613644e+00 1.962598392197771255e-02 -7.066647153711059191e-03 -2.549092216438154923e-03 1.332957744989029083e-04 9.142980988976431433e+01 2.176821895363235853e+03 5.222932079466658273e+00
-2.094436605722587608e+00 4.789392906931228211e+00 2.124338590533754109e-02 -7.014909669540756766e-03 -2.670270742650717594e-03 1.327804638460776626e-04 9.243905314668828055e+01 2.178533733650313479e+03 5.227370313436636273e+00
-2.179536861374910650e+00 4.756141527541876357e+00 2.285701496010906011e-02 -6.961065579684291675e-03 -2.790527856153774723e-03 1.322248850217923018e-04 9.345001102701270668e+01 2.180245571937391105e+03 5.231805195459140911e+00
-2.264111858146506506e+00 4.721372615416290941e+00 2.446635860313424102e-02 -6.905131285573033219e-03 -2.909826925465604664e-03 1.316292072607387327e-04 9.446268342003249074e+01 2.181957410224469186e+03 5.236235334904820071e+00
-2.348133837680825398e+00 4.685093175236350049e+00 2.607090314656070745e-02 -6.847123825334817081e-03 -3.028131610934024168e-03 1.309936120121334201e-04 9.547706967141482437e+01 2.183669248511547266e+03 5.240659335646497219e+00
-2.431575081494649293e+00 4.647310738256440921e+00 2.767013387290541762e-02 -6.787060868603961468e-03 -3.145405875805784221e-03 1.303182928844462234e-04 9.649316857933742142e+01 2.185381086798624892e+03 5.245075796513132715e+00
-2.514407921529583589e+00 4.608033364684201771e+00 2.926353521370608779e-02 -6.724960711138933643e-03 -3.261613997203749709e-03 1.296034555864254635e-04 9.751097839080198071e+01 2.187092925085702518e+03 5.249483311754284287e+00
-2.596604750862130828e+00 4.567269645839296288e+00 3.085059093170664651e-02 -6.660842269249270600e-03 -3.376720577008409090e-03 1.288493178644368380e-04 9.853049679813061346e+01 2.188804763372780599e+03 5.253880471514900563e+00
-2.678138034567791426e+00 4.525028706082936836e+00 3.243078430652000105e-02 -6.594725074033501618e-03 -3.490690552640492248e-03 1.280561094361359973e-04 9.955172093565049352e+01 2.190516601659858679e+03 5.258265862320389061e+00
-2.758980320734224723e+00 4.481320204510939043e+00 3.400359832370428159e-02 -6.526629265429779655e-03 -3.603489207741374968e-03 1.272240719204941102e-04 1.005746473765740774e+02 2.192228439946936305e+03 5.262638067571780986e+00
-2.839104251618207453e+00 4.436154336403203224e+00 3.556851586718297320e-02 -6.456575586081069081e-03 -3.715082182747997050e-03 1.263534587641986960e-04 1.015992721300804078e+02 2.193940278234013931e+03 5.266995668050859614e+00
-2.918482574940889585e+00 4.389541834422544753e+00 3.712501991493490777e-02 -6.384585375016723317e-03 -3.825435485359151601e-03 1.254445351644508950e-04 1.026255906386046632e+02 2.195652116521092012e+03 5.271337242435066628e+00
-2.997088155315423386e+00 4.341493969556016630e+00 3.867259373787197696e-02 -6.310680561152413534e-03 -3.934515500889845634e-03 1.244975779881841397e-04 1.036535977753416233e+02 2.197363954808170092e+03 5.275661367822017667e+00
-3.074893985800836838e+00 4.292022551791909279e+00 4.021072110181889148e-02 -6.234883656610380742e-03 -4.042289002510668881e-03 1.235128756877277266e-04 1.046832878419696158e+02 2.199075793095247718e+03 5.279966620263429000e+00
-3.151873199575668139e+00 4.241139930525753776e+00 4.173888647250215828e-02 -6.157217749862001037e-03 -4.148723161369006693e-03 1.224907282129413378e-04 1.057146545666010411e+02 2.200787631382325344e+03 5.284251575308211990e+00
-3.227999081724556074e+00 4.188858994688881232e+00 4.325657522344938249e-02 -6.077706498694847130e-03 -4.253785556589009635e-03 1.214314469198476704e-04 1.067476911019654437e+02 2.202499469669403425e+03 5.288514808554532820e+00
-3.303245081130773642e+00 4.135193172593137234e+00 4.476327384669581688e-02 -5.996374123006261055e-03 -4.357444185147336078e-03 1.203353544757899810e-04 1.077823900238314678e+02 2.204211307956481505e+03 5.292754896210575488e+00
-3.377584822467224690e+00 4.080156431485659319e+00 4.625847016618642171e-02 -5.913245397425756500e-03 -4.459667471621568680e-03 1.192027847611448087e-04 1.088187433296730546e+02 2.205923146243559131e+03 5.296970415663736276e+00
-3.450992118278289666e+00 4.023763276807734712e+00 4.774165355375808995e-02 -5.828345643768449540e-03 -4.560424277808373082e-03 1.180340827676188781e-04 1.098567424375863908e+02 2.207634984530636757e+03 5.301159946057979688e+00
-3.523440981144585038e+00 3.966028751151920329e+00 4.921231514758127312e-02 -5.741700723321723453e-03 -4.659683912208552152e-03 1.168296044931605945e-04 1.108963781854624386e+02 2.209346822817714838e+03 5.305322068879038788e+00
-3.594905635922247544e+00 3.906968432912038658e+00 5.066994807293036945e-02 -5.653337028967712376e-03 -4.757416139375902735e-03 1.155897168335206365e-04 1.119376408304214294e+02 2.211058661104792918e+03 5.309455368547173038e+00
-3.665360532048386855e+00 3.846598434620559281e+00 5.211404766515322778e-02 -5.563281477143708006e-03 -4.853591189127281526e-03 1.143147974704910951e-04 1.129805200485141370e+02 2.212770499391870544e+03 5.313558433017125715e+00
-3.734780355903747129e+00 3.784935400968470365e+00 5.354411169469762422e-02 -5.471561499643180781e-03 -4.948179765610869439e-03 1.130052347568603064e-04 1.140250049346953318e+02 2.214482337678948170e+03 5.317629854384945176e+00
-3.803140043223550926e+00 3.721996506502766255e+00 5.495964059405118035e-02 -5.378205035259796436e-03 -5.041153056229955194e-03 1.116614275981170573e-04 1.150710840030748585e+02 2.216194175966026251e+03 5.321668229501296032e+00
-3.870414791547251987e+00 3.657799452997019696e+00 5.636013768644560634e-02 -5.283240521276960644e-03 -5.132482740419584862e-03 1.102837853309394266e-04 1.161187451874504433e+02 2.217906014253104331e+03 5.325672160590913862e+00
-3.936580072697439814e+00 3.592362466490901074e+00 5.774510941616686766e-02 -5.186696884805582289e-03 -5.222140998273207269e-03 1.088727275985076589e-04 1.171679758421276176e+02 2.219617852540181957e+03 5.329640255877750477e+00
-4.001611645278264184e+00 3.525704293994585736e+00 5.911406558031380432e-02 -5.088603533972568121e-03 -5.310100519016945630e-03 1.074286842226762542e-04 1.182187627430314620e+02 2.221329690827259583e+03 5.333571130215468692e+00
-4.065485567183141136e+00 3.457844199854522405e+00 6.046651956183633769e-02 -4.988990348962830425e-03 -5.396334509328705974e-03 1.059520950730461744e-04 1.192710920891134947e+02 2.223041529114337663e+03 5.337463405722788323e+00
-4.128178208101524582e+00 3.388801961777258231e+00 6.180198856368339377e-02 -4.887887672917502584e-03 -5.480816701499659042e-03 1.044434099329765640e-04 1.203249495040589068e+02 2.224753367401415744e+03 5.341315712423310380e+00
-4.189666262014251963e+00 3.318597866508311345e+00 6.311999384388512768e-02 -4.785326302691108626e-03 -5.563521361435679220e-03 1.029030883625759645e-04 1.213803200382970289e+02 2.226465205688493370e+03 5.345126688889314082e+00
-4.249926759666698750e+00 3.247252705163550246e+00 6.442006095138723409e-02 -4.681337479470548159e-03 -5.644423296496174809e-03 1.013315995587161199e-04 1.224371881713199599e+02 2.228177043975570996e+03 5.348894982889087935e+00
-4.308937081008875403e+00 3.174787768210828087e+00 6.570171996245321999e-02 -4.575952879258754664e-03 -5.723497863168001618e-03 9.972942221211021066e-05 1.234955378143107936e+02 2.229888882262649076e+03 5.352619252037305486e+00
-4.366674967591422707e+00 3.101224840099906288e+00 6.696450571744549940e-02 -4.469204603225813976e-03 -5.800720974572152674e-03 9.809704436149839480e-05 1.245553523130866012e+02 2.231600720549727157e+03 5.356298164447926169e+00
-4.423118534906182120e+00 3.026586193539355651e+00 6.820795805778955001e-02 -4.361125167930714024e-03 -5.876069107800804998e-03 9.643496324498739990e-05 1.256166144513577763e+02 2.233312558836804783e+03 5.359930399389162936e+00
-4.478246284660060361e+00 2.950894583419137351e+00 6.943162206292624594e-02 -4.251747495416431134e-03 -5.949519311082669508e-03 9.474368514858613798e-05 1.266793064543062712e+02 2.235024397123882409e+03 5.363514647939942925e+00
-4.532037116970586865e+00 2.874173240378310901e+00 7.063504828704890437e-02 -4.141104903181571685e-03 -6.021049210774300463e-03 9.302372525198651166e-05 1.277434099924859936e+02 2.236736235410960489e+03 5.367049613647366435e+00
-4.584470342471535176e+00 2.796445864017548022e+00 7.181779299542076500e-02 -4.029231094031566693e-03 -6.090637018175316594e-03 9.127560747163488038e-05 1.288089061860458457e+02 2.238448073698038570e+03 5.370534013184597555e+00
-4.635525694316937617e+00 2.717736615756497720e+00 7.297941840006613723e-02 -3.916160145812405680e-03 -6.158261536165484350e-03 8.949986430114120046e-05 1.298757756092788043e+02 2.240159911985116196e+03 5.373966577008655321e+00
-4.685183340071515268e+00 2.638070111336754398e+00 7.411949289462160806e-02 -3.801926501030277340e-03 -6.223902165661520866e-03 8.769703664907747408e-05 1.309439982954966410e+02 2.241871750272193822e+03 5.377346050017512979e+00
-4.733423893475786848e+00 2.557471412971191516e+00 7.523759128813663211e-02 -3.686564956359983207e-03 -6.287538911891807358e-03 8.586767367421079976e-05 1.320135537422326877e+02 2.243583588559271902e+03 5.380671192205967124e+00
-4.780228426073771963e+00 2.475966021141283946e+00 7.633329503760534485e-02 -3.570110652045554306e-03 -6.349152390486985896e-03 8.401233261822469225e-05 1.330844209167726149e+02 2.245295426846349983e+03 5.383940779319663861e+00
-4.825578478691343598e+00 2.393579866044220239e+00 7.740619247901185662e-02 -3.452599061196221907e-03 -6.408723833384603365e-03 8.213157863597816586e-05 1.341565782620135110e+02 2.247007265133427609e+03 5.387153603506718902e+00
-4.869456072753250986e+00 2.310339298692086984e+00 7.845587905667031348e-02 -3.334065978980894386e-03 -6.466235094546080898e-03 8.022598462335311833e-05 1.352300037026521693e+02 2.248719103420505235e+03 5.390308473966319625e+00
-4.911843721426717657e+00 2.226271081666066909e+00 7.948195755063575119e-02 -3.214547511724691158e-03 -6.521668655484138752e-03 7.829613104274597390e-05 1.363046746517007932e+02 2.250430941707583315e+03 5.393404217593722016e+00
-4.952724440579712173e+00 2.141402379528695388e+00 8.048403830196607101e-02 -3.094080065910531294e-03 -6.575007630599119697e-03 7.634260574625221184e-05 1.373805680173307451e+02 2.252142779994661396e+03 5.396439679621015451e+00
-4.992081759541886932e+00 2.055760748898045165e+00 8.146173943560922059e-02 -2.972700337089396756e-03 -6.626235772322501376e-03 7.436600379660124327e-05 1.384576602100425760e+02 2.253854618281739022e+03 5.399413724253083302e+00
-5.029899731656282569e+00 1.969374128187946216e+00 8.241468708069270288e-02 -2.850445298702533256e-03 -6.675337476066048499e-03 7.236692728589489765e-05 1.395359271501612568e+02 2.255566456568816648e+03 5.402325235298092387e+00
-5.066162944610021590e+00 1.882270827018821313e+00 8.334251558799148085e-02 -2.727352190818937202e-03 -6.722297784975149459e-03 7.034598515220378330e-05 1.406153442756542518e+02 2.257278294855894728e+03 5.405173116791943677e+00
-5.100856530532224653e+00 1.794479515304333583e+00 8.424486774434944425e-02 -2.603458508791694007e-03 -6.767102394484792588e-03 6.830379299407899815e-05 1.416958865502712115e+02 2.258990133142972809e+03 5.407956293616044796e+00
-5.133966175847563207e+00 1.706029212019347430e+00 8.512139498383151925e-02 -2.478801991836552220e-03 -6.809737656676885346e-03 6.624097288303535248e-05 1.427775284720015918e+02 2.260701971430050435e+03 5.410673712107781697e+00
-5.165478130873982998e+00 1.616949273655155839e+00 8.597175759538432105e-02 -2.353420611536127024e-03 -6.850190584437557302e-03 6.415815317406126236e-05 1.438602440818486627e+02 2.262413809717128061e+03 5.413324340663078438e+00
-5.195379219153259065e+00 1.527269382368636963e+00 8.679562492678254138e-02 -2.227352560273472299e-03 -6.888448855413125890e-03 6.205596831421711335e-05 1.449440069729149911e+02 2.264125648004206141e+03 5.415907170330436671e+00
-5.223656846503289763e+00 1.437019533832023299e+00 8.759267558464349512e-02 -2.100636239598245233e-03 -6.924500815763640765e-03 5.993505864937543725e-05 1.460287902997971230e+02 2.265837486291284222e+03 5.418421215395825996e+00
-5.250299009781132398e+00 1.346230024790855850e+00 8.836259763029034875e-02 -1.973310248529247350e-03 -6.958335483712737787e-03 5.779607022916575837e-05 1.471145667882848613e+02 2.267549324578361848e+03 5.420865513957812354e+00
-5.275294305346104551e+00 1.254931440337871296e+00 8.910508877124957705e-02 -1.845413371796810094e-03 -6.989942552892789568e-03 5.563965461018202625e-05 1.482013087453603077e+02 2.269261162865439474e+03 5.423239128492349792e+00
-5.298631937212442189e+00 1.163154640911006066e+00 8.981985654817030429e-02 -1.716984568028526083e-03 -7.019312395484345567e-03 5.346646865751103250e-05 1.492889880694927740e+02 2.270973001152517554e+03 5.425541146406579252e+00
-5.320301724881257854e+00 1.070930749024388451e+00 9.050661851695482318e-02 -1.588062957882159770e-03 -7.046436065148836518e-03 5.127717434464639645e-05 1.503775762612233962e+02 2.272684839439595635e+03 5.427770680581097906e+00
-5.340294110841893094e+00 9.782911357411959719e-01 9.116510242589610791e-02 -1.458687812129048000e-03 -7.071305299753731337e-03 4.907243855184388815e-05 1.514670444340348183e+02 2.274396677726673261e+03 5.429926869900065789e+00
-5.358600167732948449e+00 8.852674068980735944e-01 9.179504638761838697e-02 -1.328898539691864781e-03 -7.093912523889253988e-03 4.685293286298363558e-05 1.525573633254991250e+02 2.276108516013750886e+03 5.432008879768600806e+00
